"SaleID","OrderDate","OrderQuantity","UnitPrice","PromotionKey","CurrencyKey","SalesTerritoryKey"
"SO4449423","2011-05-01 00:00:00","2","356.898","1","100","2"
"SO4449424","2011-05-01 00:00:00","1","419.4589","1","100","2"
"SO4449425","2011-05-01 00:00:00","1","419.4589","1","100","2"
"SO4449426","2011-05-01 00:00:00","3","28.8404","1","100","2"
"SO444951","2011-05-01 00:00:00","2","5.7","1","19","6"
"SO444952","2011-05-01 00:00:00","1","2039.994","1","19","6"
"SO444953","2011-05-01 00:00:00","1","2024.994","1","19","6"
"SO444961","2011-05-01 00:00:00","1","419.4589","1","19","6"
"SO444962","2011-05-01 00:00:00","2","2146.962","1","19","6"
"SO444963","2011-05-01 00:00:00","1","2146.962","1","19","6"
"SO444964","2011-05-01 00:00:00","1","2146.962","1","19","6"
"SO444965","2011-05-01 00:00:00","1","419.4589","1","19","6"
"SO444966","2011-05-01 00:00:00","1","183.9382","1","19","6"
"SO444967","2011-05-01 00:00:00","1","419.4589","1","19","6"
"SO444968","2011-05-01 00:00:00","1","2146.962","1","19","6"
"SO444969","2011-05-01 00:00:00","1","419.4589","1","19","6"
"SO4449610","2011-05-01 00:00:00","4","874.794","1","19","6"
"SO4449611","2011-05-01 00:00:00","2","419.4589","1","19","6"
"SO4449612","2011-05-01 00:00:00","2","419.4589","1","19","6"
"SO4449613","2011-05-01 00:00:00","2","874.794","1","19","6"
"SO4449614","2011-05-01 00:00:00","3","419.4589","1","19","6"
"SO4449615","2011-05-01 00:00:00","2","2146.962","1","19","6"
"SO4449616","2011-05-01 00:00:00","2","419.4589","1","19","6"
"SO4449617","2011-05-01 00:00:00","3","419.4589","1","19","6"
"SO4449618","2011-05-01 00:00:00","1","874.794","1","19","6"
"SO4449619","2011-05-01 00:00:00","2","874.794","1","19","6"
"SO444971","2011-05-01 00:00:00","1","356.898","1","19","6"
"SO444972","2011-05-01 00:00:00","2","419.4589","1","19","6"
"SO444981","2011-05-01 00:00:00","2","20.1865","1","19","6"
"SO444982","2011-05-01 00:00:00","2","419.4589","1","19","6"
"SO444983","2011-05-01 00:00:00","1","874.794","1","19","6"
"SO444984","2011-05-01 00:00:00","1","183.9382","1","19","6"
"SO444985","2011-05-01 00:00:00","3","183.9382","1","19","6"
"SO444986","2011-05-01 00:00:00","1","356.898","1","19","6"
"SO444987","2011-05-01 00:00:00","6","419.4589","1","19","6"
"SO444988","2011-05-01 00:00:00","1","419.4589","1","19","6"
"SO444989","2011-05-01 00:00:00","1","2146.962","1","19","6"
"SO4449810","2011-05-01 00:00:00","1","178.5808","1","19","6"
"SO4449811","2011-05-01 00:00:00","2","419.4589","1","19","6"
"SO4449812","2011-05-01 00:00:00","1","874.794","1","19","6"
"SO4449813","2011-05-01 00:00:00","2","419.4589","1","19","6"
"SO4449814","2011-05-01 00:00:00","1","2146.962","1","19","6"
"SO4449815","2011-05-01 00:00:00","3","874.794","1","19","6"
"SO444991","2011-05-01 00:00:00","3","2024.994","1","19","6"
"SO444992","2011-05-01 00:00:00","1","2039.994","1","19","6"
"SO444993","2011-05-01 00:00:00","2","2024.994","1","19","6"
"SO444994","2011-05-01 00:00:00","1","5.7","1","19","6"
"SO445001","2011-05-01 00:00:00","1","419.4589","1","100","4"
"SO445002","2011-05-01 00:00:00","4","419.4589","1","100","4"
"SO445003","2011-05-01 00:00:00","2","419.4589","1","100","4"
"SO445004","2011-05-01 00:00:00","4","419.4589","1","100","4"
"SO445005","2011-05-01 00:00:00","2","5.1865","1","100","4"
"SO445006","2011-05-01 00:00:00","3","28.8404","1","100","4"
"SO445011","2011-05-01 00:00:00","1","419.4589","1","100","1"
"SO445012","2011-05-01 00:00:00","3","419.4589","1","100","1"
"SO445013","2011-05-01 00:00:00","1","419.4589","1","100","1"
"SO445014","2011-05-01 00:00:00","1","419.4589","1","100","1"
"SO445015","2011-05-01 00:00:00","1","874.794","1","100","1"
"SO445016","2011-05-01 00:00:00","2","419.4589","1","100","1"
"SO445017","2011-05-01 00:00:00","1","178.5808","1","100","1"
"SO445018","2011-05-01 00:00:00","2","419.4589","1","100","1"
"SO445019","2011-05-01 00:00:00","1","2146.962","1","100","1"
"SO4450110","2011-05-01 00:00:00","2","874.794","1","100","1"
"SO4450111","2011-05-01 00:00:00","1","2146.962","1","100","1"
"SO4450112","2011-05-01 00:00:00","1","183.9382","1","100","1"
"SO4450113","2011-05-01 00:00:00","3","183.9382","1","100","1"
"SO4450114","2011-05-01 00:00:00","1","874.794","1","100","1"
"SO4450115","2011-05-01 00:00:00","3","419.4589","1","100","1"
"SO4450116","2011-05-01 00:00:00","2","874.794","1","100","1"
"SO4450117","2011-05-01 00:00:00","2","183.9382","1","100","1"
"SO4450118","2011-05-01 00:00:00","4","419.4589","1","100","1"
"SO4450119","2011-05-01 00:00:00","2","419.4589","1","100","1"
"SO4450120","2011-05-01 00:00:00","1","874.794","1","100","1"
"SO445021","2011-05-01 00:00:00","4","874.794","1","100","2"
"SO445022","2011-05-01 00:00:00","1","178.5808","1","100","2"
"SO445023","2011-05-01 00:00:00","2","874.794","1","100","2"
"SO445024","2011-05-01 00:00:00","2","178.5808","1","100","2"
"SO445025","2011-05-01 00:00:00","1","183.9382","1","100","2"
"SO445026","2011-05-01 00:00:00","6","419.4589","1","100","2"
"SO445027","2011-05-01 00:00:00","1","183.9382","1","100","2"
"SO445028","2011-05-01 00:00:00","1","419.4589","1","100","2"
"SO445029","2011-05-01 00:00:00","2","356.898","1","100","2"
"SO4450210","2011-05-01 00:00:00","3","419.4589","1","100","2"
"SO4450211","2011-05-01 00:00:00","3","419.4589","1","100","2"
"SO4450212","2011-05-01 00:00:00","3","419.4589","1","100","2"
"SO4450213","2011-05-01 00:00:00","1","2146.962","1","100","2"
"SO4450214","2011-05-01 00:00:00","1","2146.962","1","100","2"
"SO445031","2011-05-01 00:00:00","1","419.4589","1","100","3"
"SO445032","2011-05-01 00:00:00","2","874.794","1","100","3"
"SO445033","2011-05-01 00:00:00","4","5.1865","1","100","3"
"SO445034","2011-05-01 00:00:00","2","419.4589","1","100","3"
"SO445041","2011-05-01 00:00:00","3","5.1865","1","19","6"
"SO445042","2011-05-01 00:00:00","3","419.4589","1","19","6"
"SO445043","2011-05-01 00:00:00","1","874.794","1","19","6"
"SO445044","2011-05-01 00:00:00","2","419.4589","1","19","6"
"SO445045","2011-05-01 00:00:00","1","2146.962","1","19","6"
"SO445046","2011-05-01 00:00:00","2","183.9382","1","19","6"
"SO445047","2011-05-01 00:00:00","1","419.4589","1","19","6"
"SO445048","2011-05-01 00:00:00","1","356.898","1","19","6"
"SO445049","2011-05-01 00:00:00","1","183.9382","1","19","6"
"SO4450410","2011-05-01 00:00:00","3","183.9382","1","19","6"
"SO4450411","2011-05-01 00:00:00","1","2146.962","1","19","6"
"SO4450412","2011-05-01 00:00:00","4","419.4589","1","19","6"
"SO4450413","2011-05-01 00:00:00","3","419.4589","1","19","6"
"SO4450414","2011-05-01 00:00:00","1","419.4589","1","19","6"
"SO4450415","2011-05-01 00:00:00","3","20.1865","1","19","6"
"SO4450416","2011-05-01 00:00:00","1","874.794","1","19","6"
"SO4450417","2011-05-01 00:00:00","5","28.8404","1","19","6"
"SO4450418","2011-05-01 00:00:00","1","178.5808","1","19","6"
"SO4450419","2011-05-01 00:00:00","2","874.794","1","19","6"
"SO4450420","2011-05-01 00:00:00","2","419.4589","1","19","6"
"SO4450421","2011-05-01 00:00:00","2","419.4589","1","19","6"
"SO4450422","2011-05-01 00:00:00","4","20.1865","1","19","6"
"SO4450423","2011-05-01 00:00:00","1","28.8404","1","19","6"
"SO4450424","2011-05-01 00:00:00","1","20.1865","1","19","6"
"SO4450425","2011-05-01 00:00:00","2","874.794","1","19","6"
"SO4450426","2011-05-01 00:00:00","1","874.794","1","19","6"
"SO4450427","2011-05-01 00:00:00","1","28.8404","1","19","6"
"SO445051","2011-05-01 00:00:00","1","818.7","1","100","4"
"SO445052","2011-05-01 00:00:00","2","2039.994","1","100","4"
"SO445053","2011-05-01 00:00:00","7","2039.994","1","100","4"
"SO445054","2011-05-01 00:00:00","2","2024.994","1","100","4"
"SO445055","2011-05-01 00:00:00","1","809.76","1","100","4"
"SO445056","2011-05-01 00:00:00","1","722.5949","1","100","4"
"SO445057","2011-05-01 00:00:00","5","2039.994","1","100","4"
"SO445058","2011-05-01 00:00:00","3","5.7","1","100","4"
"SO445061","2011-05-01 00:00:00","6","419.4589","1","100","5"
"SO445062","2011-05-01 00:00:00","3","20.1865","1","100","5"
"SO445063","2011-05-01 00:00:00","3","183.9382","1","100","5"
"SO445064","2011-05-01 00:00:00","4","356.898","1","100","5"
"SO445065","2011-05-01 00:00:00","2","419.4589","1","100","5"
"SO445066","2011-05-01 00:00:00","1","419.4589","1","100","5"
"SO445067","2011-05-01 00:00:00","3","419.4589","1","100","5"
"SO445068","2011-05-01 00:00:00","2","2146.962","1","100","5"
"SO445069","2011-05-01 00:00:00","1","20.1865","1","100","5"
"SO4450610","2011-05-01 00:00:00","4","874.794","1","100","5"
"SO4450611","2011-05-01 00:00:00","5","419.4589","1","100","5"
"SO4450612","2011-05-01 00:00:00","2","874.794","1","100","5"
"SO4450613","2011-05-01 00:00:00","3","28.8404","1","100","5"
"SO4450614","2011-05-01 00:00:00","4","28.8404","1","100","5"
"SO4450615","2011-05-01 00:00:00","3","419.4589","1","100","5"
"SO4450616","2011-05-01 00:00:00","8","28.8404","1","100","5"
"SO4450617","2011-05-01 00:00:00","2","419.4589","1","100","5"
"SO4450618","2011-05-01 00:00:00","2","874.794","1","100","5"
"SO4450619","2011-05-01 00:00:00","1","178.5808","1","100","5"
"SO4450620","2011-05-01 00:00:00","1","178.5808","1","100","5"
"SO4450621","2011-05-01 00:00:00","1","2146.962","1","100","5"
"SO4450622","2011-05-01 00:00:00","3","419.4589","1","100","5"
"SO4450623","2011-05-01 00:00:00","3","874.794","1","100","5"
"SO4450624","2011-05-01 00:00:00","8","419.4589","1","100","5"
"SO4450625","2011-05-01 00:00:00","5","5.1865","1","100","5"
"SO4450626","2011-05-01 00:00:00","1","183.9382","1","100","5"
"SO4450627","2011-05-01 00:00:00","3","183.9382","1","100","5"
"SO4450628","2011-05-01 00:00:00","3","419.4589","1","100","5"
"SO4450629","2011-05-01 00:00:00","8","20.1865","1","100","5"
"SO4450630","2011-05-01 00:00:00","2","356.898","1","100","5"
"SO445071","2011-05-01 00:00:00","3","2024.994","1","100","5"
"SO445072","2011-05-01 00:00:00","3","722.5949","1","100","5"
"SO445073","2011-05-01 00:00:00","1","722.5949","1","100","5"
"SO445074","2011-05-01 00:00:00","1","818.7","1","100","5"
"SO445075","2011-05-01 00:00:00","3","2024.994","1","100","5"
"SO445076","2011-05-01 00:00:00","1","714.7043","1","100","5"
"SO445077","2011-05-01 00:00:00","3","2039.994","1","100","5"
"SO445078","2011-05-01 00:00:00","1","809.76","1","100","5"
"SO445079","2011-05-01 00:00:00","1","714.7043","1","100","5"
"SO4450710","2011-05-01 00:00:00","5","2024.994","1","100","5"
"SO4450711","2011-05-01 00:00:00","2","2039.994","1","100","5"
"SO4450712","2011-05-01 00:00:00","2","5.7","1","100","5"
"SO4450713","2011-05-01 00:00:00","1","809.76","1","100","5"
"SO445081","2011-05-01 00:00:00","1","419.4589","1","100","4"
"SO445082","2011-05-01 00:00:00","4","419.4589","1","100","4"
"SO445083","2011-05-01 00:00:00","1","419.4589","1","100","4"
"SO445084","2011-05-01 00:00:00","4","419.4589","1","100","4"
"SO445091","2011-05-01 00:00:00","5","419.4589","1","100","4"
"SO445092","2011-05-01 00:00:00","6","419.4589","1","100","4"
"SO445093","2011-05-01 00:00:00","2","874.794","1","100","4"
"SO445094","2011-05-01 00:00:00","3","20.1865","1","100","4"
"SO445095","2011-05-01 00:00:00","2","2146.962","1","100","4"
"SO445096","2011-05-01 00:00:00","2","419.4589","1","100","4"
"SO445097","2011-05-01 00:00:00","2","2146.962","1","100","4"
"SO445098","2011-05-01 00:00:00","5","356.898","1","100","4"
"SO445099","2011-05-01 00:00:00","3","419.4589","1","100","4"
"SO4450910","2011-05-01 00:00:00","8","5.1865","1","100","4"
"SO4450911","2011-05-01 00:00:00","3","419.4589","1","100","4"
"SO4450912","2011-05-01 00:00:00","3","20.1865","1","100","4"
"SO4450913","2011-05-01 00:00:00","1","419.4589","1","100","4"
"SO4450914","2011-05-01 00:00:00","2","419.4589","1","100","4"
"SO4450915","2011-05-01 00:00:00","1","183.9382","1","100","4"
"SO4450916","2011-05-01 00:00:00","3","419.4589","1","100","4"
"SO4450917","2011-05-01 00:00:00","6","20.1865","1","100","4"
"SO4450918","2011-05-01 00:00:00","1","874.794","1","100","4"
"SO4450919","2011-05-01 00:00:00","1","2146.962","1","100","4"
"SO4450920","2011-05-01 00:00:00","3","874.794","1","100","4"
"SO4450921","2011-05-01 00:00:00","4","183.9382","1","100","4"
"SO4450922","2011-05-01 00:00:00","3","178.5808","1","100","4"
"SO4450923","2011-05-01 00:00:00","1","419.4589","1","100","4"
"SO4450924","2011-05-01 00:00:00","4","419.4589","1","100","4"
"SO4450925","2011-05-01 00:00:00","3","874.794","1","100","4"
"SO4450926","2011-05-01 00:00:00","5","28.8404","1","100","4"
"SO4450927","2011-05-01 00:00:00","4","419.4589","1","100","4"
"SO4450928","2011-05-01 00:00:00","3","419.4589","1","100","4"
"SO4450929","2011-05-01 00:00:00","9","28.8404","1","100","4"
"SO4450930","2011-05-01 00:00:00","2","2146.962","1","100","4"
"SO4450931","2011-05-01 00:00:00","3","183.9382","1","100","4"
"SO4450932","2011-05-01 00:00:00","4","178.5808","1","100","4"
"SO445101","2011-05-01 00:00:00","2","874.794","1","100","1"
"SO445111","2011-05-01 00:00:00","2","2024.994","1","100","1"
"SO445112","2011-05-01 00:00:00","1","2039.994","1","100","1"
"SO445113","2011-05-01 00:00:00","1","2039.994","1","100","1"
"SO445114","2011-05-01 00:00:00","1","5.1865","1","100","1"
"SO445115","2011-05-01 00:00:00","1","2024.994","1","100","1"
"SO445121","2011-05-01 00:00:00","1","419.4589","1","19","6"
"SO445122","2011-05-01 00:00:00","3","419.4589","1","19","6"
"SO445131","2011-05-01 00:00:00","2","28.8404","1","100","1"
"SO445132","2011-05-01 00:00:00","1","818.7","1","100","1"
"SO445133","2011-05-01 00:00:00","7","20.1865","1","100","1"
"SO445134","2011-05-01 00:00:00","1","809.76","1","100","1"
"SO445135","2011-05-01 00:00:00","3","2024.994","1","100","1"
"SO445136","2011-05-01 00:00:00","3","5.7","1","100","1"
"SO445137","2011-05-01 00:00:00","3","20.1865","1","100","1"
"SO445138","2011-05-01 00:00:00","1","722.5949","1","100","1"
"SO445139","2011-05-01 00:00:00","5","2024.994","1","100","1"
"SO4451310","2011-05-01 00:00:00","2","28.8404","1","100","1"
"SO4451311","2011-05-01 00:00:00","2","5.1865","1","100","1"
"SO4451312","2011-05-01 00:00:00","2","20.1865","1","100","1"
"SO4451313","2011-05-01 00:00:00","7","2039.994","1","100","1"
"SO4451314","2011-05-01 00:00:00","2","2039.994","1","100","1"
"SO4451315","2011-05-01 00:00:00","3","714.7043","1","100","1"
"SO4451316","2011-05-01 00:00:00","2","2039.994","1","100","1"
"SO445141","2011-05-01 00:00:00","3","2024.994","1","100","1"
"SO445142","2011-05-01 00:00:00","5","2024.994","1","100","1"
"SO445143","2011-05-01 00:00:00","1","722.5949","1","100","1"
"SO445144","2011-05-01 00:00:00","1","809.76","1","100","1"
"SO445145","2011-05-01 00:00:00","7","2039.994","1","100","1"
"SO445146","2011-05-01 00:00:00","2","20.1865","1","100","1"
"SO445147","2011-05-01 00:00:00","1","818.7","1","100","1"
"SO445148","2011-05-01 00:00:00","1","722.5949","1","100","1"
"SO445149","2011-05-01 00:00:00","2","2039.994","1","100","1"
"SO4451410","2011-05-01 00:00:00","1","809.76","1","100","1"
"SO4451411","2011-05-01 00:00:00","2","2039.994","1","100","1"
"SO445151","2011-05-01 00:00:00","2","419.4589","1","100","2"
"SO445152","2011-05-01 00:00:00","2","5.1865","1","100","2"
"SO445153","2011-05-01 00:00:00","4","419.4589","1","100","2"
"SO445154","2011-05-01 00:00:00","3","419.4589","1","100","2"
"SO445155","2011-05-01 00:00:00","1","28.8404","1","100","2"
"SO445156","2011-05-01 00:00:00","3","419.4589","1","100","2"
"SO445157","2011-05-01 00:00:00","1","419.4589","1","100","2"
"SO445161","2011-05-01 00:00:00","1","419.4589","1","100","1"
"SO445171","2011-05-01 00:00:00","2","28.8404","1","100","3"
"SO445172","2011-05-01 00:00:00","2","419.4589","1","100","3"
"SO445173","2011-05-01 00:00:00","2","419.4589","1","100","3"
"SO445174","2011-05-01 00:00:00","4","178.5808","1","100","3"
"SO445175","2011-05-01 00:00:00","1","419.4589","1","100","3"
"SO445176","2011-05-01 00:00:00","2","28.8404","1","100","3"
"SO445177","2011-05-01 00:00:00","1","183.9382","1","100","3"
"SO445178","2011-05-01 00:00:00","1","419.4589","1","100","3"
"SO445179","2011-05-01 00:00:00","1","419.4589","1","100","3"
"SO4451710","2011-05-01 00:00:00","1","2146.962","1","100","3"
"SO4451711","2011-05-01 00:00:00","1","2146.962","1","100","3"
"SO4451712","2011-05-01 00:00:00","1","874.794","1","100","3"
"SO4451713","2011-05-01 00:00:00","2","419.4589","1","100","3"
"SO4451714","2011-05-01 00:00:00","1","20.1865","1","100","3"
"SO4451715","2011-05-01 00:00:00","3","2146.962","1","100","3"
"SO4451716","2011-05-01 00:00:00","1","874.794","1","100","3"
"SO4451717","2011-05-01 00:00:00","1","356.898","1","100","3"
"SO4451718","2011-05-01 00:00:00","4","20.1865","1","100","3"
"SO4451719","2011-05-01 00:00:00","1","419.4589","1","100","3"
"SO4451720","2011-05-01 00:00:00","2","28.8404","1","100","3"
"SO4451721","2011-05-01 00:00:00","1","419.4589","1","100","3"
"SO4451722","2011-05-01 00:00:00","3","183.9382","1","100","3"
"SO4451723","2011-05-01 00:00:00","4","419.4589","1","100","3"
"SO4451724","2011-05-01 00:00:00","1","183.9382","1","100","3"
"SO4451725","2011-05-01 00:00:00","2","419.4589","1","100","3"
"SO4451726","2011-05-01 00:00:00","1","2146.962","1","100","3"
"SO4451727","2011-05-01 00:00:00","1","874.794","1","100","3"
"SO445181","2011-05-01 00:00:00","5","2024.994","1","100","5"
"SO445182","2011-05-01 00:00:00","3","20.1865","1","100","5"
"SO445183","2011-05-01 00:00:00","11","1957.4942","2","100","5"
"SO445184","2011-05-01 00:00:00","5","2024.994","1","100","5"
"SO445185","2011-05-01 00:00:00","2","28.8404","1","100","5"
"SO445186","2011-05-01 00:00:00","5","2039.994","1","100","5"
"SO445187","2011-05-01 00:00:00","3","28.8404","1","100","5"
"SO445188","2011-05-01 00:00:00","12","1957.4942","2","100","5"
"SO445189","2011-05-01 00:00:00","4","20.1865","1","100","5"
"SO4451810","2011-05-01 00:00:00","11","5.51","2","100","5"
"SO4451811","2011-05-01 00:00:00","3","722.5949","1","100","5"
"SO4451812","2011-05-01 00:00:00","5","20.1865","1","100","5"
"SO4451813","2011-05-01 00:00:00","10","2039.994","1","100","5"
"SO4451814","2011-05-01 00:00:00","5","2039.994","1","100","5"
"SO4451815","2011-05-01 00:00:00","6","2039.994","1","100","5"
"SO4451816","2011-05-01 00:00:00","2","809.76","1","100","5"
"SO4451817","2011-05-01 00:00:00","2","818.7","1","100","5"
"SO4451818","2011-05-01 00:00:00","2","722.5949","1","100","5"
"SO4451819","2011-05-01 00:00:00","8","5.1865","1","100","5"
"SO4451820","2011-05-01 00:00:00","2","714.7043","1","100","5"
"SO445191","2011-05-01 00:00:00","1","2146.962","1","100","3"
"SO445201","2011-05-01 00:00:00","4","20.1865","1","100","4"
"SO445202","2011-05-01 00:00:00","9","419.4589","1","100","4"
"SO445203","2011-05-01 00:00:00","2","874.794","1","100","4"
"SO445204","2011-05-01 00:00:00","3","2146.962","1","100","4"
"SO445205","2011-05-01 00:00:00","1","183.9382","1","100","4"
"SO445206","2011-05-01 00:00:00","4","874.794","1","100","4"
"SO445207","2011-05-01 00:00:00","7","5.1865","1","100","4"
"SO445208","2011-05-01 00:00:00","2","758.0759","1","100","4"
"SO445209","2011-05-01 00:00:00","8","419.4589","1","100","4"
"SO4452010","2011-05-01 00:00:00","2","419.4589","1","100","4"
"SO4452011","2011-05-01 00:00:00","6","419.4589","1","100","4"
"SO4452012","2011-05-01 00:00:00","2","356.898","1","100","4"
"SO4452013","2011-05-01 00:00:00","1","874.794","1","100","4"
"SO4452014","2011-05-01 00:00:00","3","183.9382","1","100","4"
"SO4452015","2011-05-01 00:00:00","2","419.4589","1","100","4"
"SO4452016","2011-05-01 00:00:00","3","20.1865","1","100","4"
"SO4452017","2011-05-01 00:00:00","1","356.898","1","100","4"
"SO4452018","2011-05-01 00:00:00","1","178.5808","1","100","4"
"SO4452019","2011-05-01 00:00:00","2","28.8404","1","100","4"
"SO4452020","2011-05-01 00:00:00","5","419.4589","1","100","4"
"SO4452021","2011-05-01 00:00:00","7","178.5808","1","100","4"
"SO4452022","2011-05-01 00:00:00","4","419.4589","1","100","4"
"SO4452023","2011-05-01 00:00:00","7","20.1865","1","100","4"
"SO4452024","2011-05-01 00:00:00","6","28.8404","1","100","4"
"SO4452025","2011-05-01 00:00:00","1","419.4589","1","100","4"
"SO4452026","2011-05-01 00:00:00","5","2146.962","1","100","4"
"SO4452027","2011-05-01 00:00:00","1","419.4589","1","100","4"
"SO4452028","2011-05-01 00:00:00","3","183.9382","1","100","4"
"SO4452029","2011-05-01 00:00:00","2","178.5808","1","100","4"
"SO4452030","2011-05-01 00:00:00","1","183.9382","1","100","4"
"SO4452031","2011-05-01 00:00:00","2","419.4589","1","100","4"
"SO4452032","2011-05-01 00:00:00","2","419.4589","1","100","4"
"SO4452033","2011-05-01 00:00:00","6","419.4589","1","100","4"
"SO4452034","2011-05-01 00:00:00","9","874.794","1","100","4"
"SO445211","2011-05-01 00:00:00","1","419.4589","1","100","4"
"SO445212","2011-05-01 00:00:00","4","20.1865","1","100","4"
"SO445213","2011-05-01 00:00:00","1","183.9382","1","100","4"
"SO445214","2011-05-01 00:00:00","2","28.8404","1","100","4"
"SO445215","2011-05-01 00:00:00","2","2146.962","1","100","4"
"SO445216","2011-05-01 00:00:00","1","874.794","1","100","4"
"SO445217","2011-05-01 00:00:00","1","5.1865","1","100","4"
"SO445218","2011-05-01 00:00:00","1","874.794","1","100","4"
"SO445219","2011-05-01 00:00:00","4","183.9382","1","100","4"
"SO4452110","2011-05-01 00:00:00","2","419.4589","1","100","4"
"SO4452111","2011-05-01 00:00:00","1","356.898","1","100","4"
"SO4452112","2011-05-01 00:00:00","1","419.4589","1","100","4"
"SO4452113","2011-05-01 00:00:00","4","419.4589","1","100","4"
"SO4452114","2011-05-01 00:00:00","4","178.5808","1","100","4"
"SO4452115","2011-05-01 00:00:00","2","419.4589","1","100","4"
"SO4452116","2011-05-01 00:00:00","2","20.1865","1","100","4"
"SO4452117","2011-05-01 00:00:00","1","874.794","1","100","4"
"SO4452118","2011-05-01 00:00:00","1","2146.962","1","100","4"
"SO4452119","2011-05-01 00:00:00","2","183.9382","1","100","4"
"SO4452120","2011-05-01 00:00:00","2","28.8404","1","100","4"
"SO4452121","2011-05-01 00:00:00","2","419.4589","1","100","4"
"SO4452122","2011-05-01 00:00:00","1","419.4589","1","100","4"
"SO4452123","2011-05-01 00:00:00","1","874.794","1","100","4"
"SO4452124","2011-05-01 00:00:00","2","419.4589","1","100","4"
"SO4452125","2011-05-01 00:00:00","3","2146.962","1","100","4"
"SO4452126","2011-05-01 00:00:00","2","419.4589","1","100","4"
"SO445221","2011-05-01 00:00:00","2","419.4589","1","100","2"
"SO445222","2011-05-01 00:00:00","1","183.9382","1","100","2"
"SO445223","2011-05-01 00:00:00","1","183.9382","1","100","2"
"SO445224","2011-05-01 00:00:00","1","183.9382","1","100","2"
"SO445225","2011-05-01 00:00:00","1","419.4589","1","100","2"
"SO445226","2011-05-01 00:00:00","1","419.4589","1","100","2"
"SO445227","2011-05-01 00:00:00","1","2146.962","1","100","2"
"SO445228","2011-05-01 00:00:00","4","2146.962","1","100","2"
