"SaleID","ProductKey"
"SO436702","218"
"SO436703","346"
"SO436704","349"
"SO436711","314"
"SO436712","229"
"SO436713","317"
"SO436714","338"
"SO436715","275"
"SO436716","328"
"SO436717","316"
"SO436718","330"
"SO436719","235"
"SO4367110","220"
"SO4367111","215"
"SO436721","218"
"SO436722","349"
"SO436723","347"
"SO436731","315"
"SO436732","232"
"SO436733","270"
"SO436734","324"
"SO436735","326"
"SO436736","285"
"SO436737","342"
"SO436738","223"
"SO436739","215"
"SO4367310","220"
"SO4367311","212"
"SO436741","319"
"SO436751","324"
"SO436752","220"
"SO436753","285"
"SO436754","215"
"SO436755","326"
"SO436756","319"
"SO436757","223"
"SO436758","315"
"SO436759","232"
"SO436761","349"
"SO436762","351"
"SO436763","219"
"SO436764","348"
"SO436765","218"
"SO436771","232"
"SO436772","314"
"SO436773","319"
"SO436774","342"
"SO436775","215"
"SO436776","322"
"SO436777","332"
"SO436778","328"
"SO436779","223"
"SO4367710","212"
"SO4367711","315"
"SO4367712","270"
"SO436781","322"
"SO436782","285"
"SO436783","332"
"SO436784","275"
"SO436785","326"
"SO436786","324"
"SO436787","223"
"SO436788","215"
"SO436789","270"
"SO4367810","317"
"SO4367811","262"
"SO4367812","235"
"SO4367813","342"
"SO4367814","319"
"SO4367815","232"
"SO4367816","315"
"SO4367817","316"
"SO4367818","220"
"SO4367819","212"
"SO436791","322"
"SO436792","342"
"SO436793","232"
"SO436801","322"
"SO436802","317"
"SO436803","285"
"SO436804","212"
"SO436805","270"
"SO436806","220"
"SO436807","232"
"SO436808","262"
"SO436809","319"
"SO4368010","324"
"SO4368011","314"
"SO4368012","215"
"SO4368013","332"
"SO4368014","223"
"SO4368015","328"
"SO436811","232"
"SO436812","326"
"SO436813","275"
"SO436814","212"
"SO436815","270"
"SO436816","215"
"SO436817","342"
"SO436818","272"
"SO436819","319"
"SO4368110","338"
"SO4368111","324"
"SO4368112","285"
"SO4368113","314"
"SO4368114","229"
"SO4368115","330"
"SO4368116","322"
"SO4368117","317"
"SO4368118","235"
"SO4368119","220"
"SO4368120","262"
"SO4368121","223"
"SO436821","319"
"SO436822","326"
"SO436823","322"
"SO436824","342"
"SO436825","232"
"SO436831","349"
"SO436832","232"
"SO436833","346"
"SO436834","347"
"SO436835","215"
"SO436836","220"
"SO436837","223"
"SO436838","348"
"SO436839","350"
"SO4368310","345"
"SO4368311","212"
"SO4368312","351"
"SO4368313","218"
"SO436841","315"
"SO436842","326"
"SO436843","322"
"SO436844","319"
"SO436845","342"
"SO436846","328"
"SO436851","332"
"SO436852","328"
"SO436853","315"
"SO436854","262"
"SO436861","319"
"SO436862","326"
"SO436863","342"
"SO436871","338"
"SO436872","332"
"SO436881","262"
"SO436882","322"
"SO436883","326"
"SO436884","285"
"SO436885","328"
"SO436886","270"
"SO436887","315"
"SO436888","319"
"SO436889","332"
"SO4368810","342"
"SO4368811","314"
"SO436891","330"
"SO436892","285"
"SO436893","262"
"SO436894","314"
"SO436895","316"
"SO436896","334"
"SO436897","342"
"SO436898","322"
"SO436899","264"
"SO4368910","253"
"SO4368911","328"
"SO4368912","270"
"SO4368913","272"
"SO4368914","275"
"SO4368915","332"
"SO4368916","338"
"SO4368917","324"
"SO4368918","319"
"SO4368919","310"
"SO4368920","326"
"SO4368921","315"
"SO436901","232"
"SO436902","342"
"SO436903","223"
"SO436904","322"
"SO436911","319"
"SO436921","342"
"SO436922","262"
"SO436923","315"
"SO436924","272"
"SO436925","232"
"SO436926","338"
"SO436927","317"
"SO436928","285"
"SO436929","319"
"SO4369210","215"
"SO4369211","326"
"SO4369212","275"
"SO4369213","223"
"SO4369214","229"
"SO4369215","322"
"SO4369216","316"
"SO4369217","235"
"SO4369218","332"
"SO4369219","330"
"SO4369220","314"
"SO4369221","334"
"SO4369222","253"
"SO4369223","324"
"SO4369224","220"
"SO4369225","328"
"SO4369226","270"
"SO4369227","212"
"SO4369228","264"
"SO436931","235"
"SO436932","346"
"SO436933","218"
"SO436934","212"
"SO436935","344"
"SO436936","215"
"SO436937","347"
"SO436938","350"
"SO436939","345"
"SO4369310","351"
"SO436941","349"
"SO436942","344"
"SO436943","232"
"SO436944","345"
"SO436945","235"
"SO436946","212"
"SO436947","215"
"SO436948","347"
"SO436949","346"
"SO4369410","223"
"SO4369411","220"
"SO436951","347"
"SO436952","307"
"SO436953","304"
"SO436954","293"
"SO436955","350"
"SO436956","351"
"SO436957","218"
"SO436958","348"
"SO436961","326"
"SO438431","347"
"SO438432","351"
"SO438433","293"
"SO438434","350"
"SO438435","307"
"SO438436","292"
"SO438437","300"
"SO438438","344"
"SO438439","218"
"SO4384310","349"
"SO438441","348"
"SO438442","349"
"SO438443","350"
"SO438444","351"
"SO438451","262"
"SO438452","232"
"SO438453","342"
"SO438454","328"
"SO438455","324"
"SO438456","315"
"SO438457","332"
"SO438458","314"
"SO438459","270"
"SO4384510","223"
"SO438461","270"
"SO438462","223"
"SO438463","285"
"SO438464","262"
"SO438471","232"
"SO438472","223"
"SO438473","319"
"SO438481","346"
"SO438482","351"
"SO438483","348"
"SO438484","349"
"SO438485","344"
"SO438491","349"
"SO438492","229"
"SO438493","350"
"SO438494","344"
"SO438495","220"
"SO438496","346"
"SO438497","232"
"SO438498","345"
"SO438499","212"
"SO4384910","347"
"SO4384911","215"
"SO438501","332"
"SO438502","316"
"SO438503","324"
"SO438504","326"
"SO438505","314"
"SO438506","262"
"SO438507","270"
"SO438508","319"
"SO438509","317"
"SO4385010","275"
"SO4385011","285"
"SO438511","324"
"SO438512","322"
"SO438513","220"
"SO438514","342"
"SO438515","212"
"SO438516","262"
"SO438517","315"
"SO438518","285"
"SO438519","314"
"SO4385110","332"
"SO4385111","223"
"SO4385112","215"
"SO438521","349"
"SO438531","350"
"SO438532","346"
"SO438533","344"
"SO438534","349"
"SO438535","348"
"SO438536","351"
"SO438541","319"
"SO438551","332"
"SO438552","322"
"SO438553","314"
"SO438554","324"
"SO438555","285"
"SO438556","326"
"SO438557","275"
"SO438558","334"
"SO438559","264"
"SO4385510","342"
"SO4385511","262"
"SO4385512","316"
"SO4385513","338"
"SO438561","218"
"SO438562","350"
"SO438571","322"
"SO438572","332"
"SO438573","326"
"SO438574","319"
"SO438575","232"
"SO438576","223"
"SO438577","235"
"SO438578","262"
"SO438579","220"
"SO4385710","215"
"SO4385711","285"
"SO4385712","328"
"SO4385713","315"
"SO4385714","212"
"SO438581","326"
"SO438582","324"
"SO438583","342"
"SO438584","332"
"SO438585","285"
"SO438586","328"
"SO438587","315"
"SO438588","253"
"SO438589","314"
"SO4385810","264"
"SO4385811","334"
"SO4385812","270"
"SO4385813","317"
"SO438591","232"
"SO438592","326"
"SO438593","319"
"SO438594","322"
"SO438601","324"
"SO438602","342"
"SO438603","319"
"SO438604","332"
"SO438605","275"
"SO438606","326"
"SO438607","285"
"SO438608","338"
"SO438609","314"
"SO4386010","270"
"SO4386011","328"
"SO4386012","317"
"SO438611","275"
"SO438612","330"
"SO438613","342"
"SO438614","338"
"SO438615","262"
"SO438616","232"
"SO438617","332"
"SO438618","314"
"SO438619","276"
"SO4386110","272"
"SO4386111","334"
"SO4386112","220"
"SO4386113","315"
"SO4386114","317"
"SO4386115","270"
"SO4386116","322"
"SO4386117","316"
"SO4386118","235"
"SO4386119","328"
"SO4386120","319"
"SO4386121","223"
"SO4386122","324"
"SO4386123","212"
"SO4386124","285"
"SO4386125","229"
"SO4386126","253"
"SO4386127","215"
"SO438621","344"
"SO438622","292"
"SO438623","350"
"SO438624","346"
"SO438625","304"
"SO438626","307"
"SO438627","347"
"SO438628","300"
"SO438629","218"
"SO438631","319"
"SO438632","223"
"SO438633","322"
"SO438634","326"
"SO438641","345"
"SO438642","304"
"SO438643","292"
"SO438644","351"
"SO438645","349"
"SO438646","307"
"SO438647","344"
"SO438648","346"
"SO438649","300"
"SO438651","319"
"SO438652","342"
"SO438653","314"
"SO438654","322"
"SO438655","262"
"SO438656","270"
"SO438657","326"
"SO438658","328"
"SO438659","232"
"SO4386510","285"
"SO4386511","223"
"SO4386512","332"
"SO4386513","324"
"SO4386514","315"
"SO438661","344"
"SO438662","350"
"SO438663","218"
"SO438671","215"
"SO438672","347"
"SO438673","349"
"SO438674","232"
"SO438675","346"
"SO438676","218"
"SO438677","229"
"SO438678","344"
"SO438679","220"
"SO4386710","212"
"SO4386711","351"
"SO4386712","223"
"SO4386713","296"
"SO4386714","307"
"SO4386715","293"
"SO4386716","292"
"SO4386717","350"
"SO4386718","235"
"SO438681","310"
"SO438691","304"
"SO438692","348"
"SO438693","350"
"SO438694","300"
"SO438695","344"
"SO438696","345"
"SO438697","296"
"SO438698","347"
"SO438699","351"
"SO4386910","293"
"SO438701","322"
"SO438702","326"
"SO438703","232"
"SO438704","342"
"SO438705","319"
"SO438711","223"
"SO438712","324"
"SO438713","270"
"SO438714","212"
"SO438715","319"
"SO438716","262"
"SO438717","326"
"SO438718","232"
"SO438719","315"
"SO4387110","314"
"SO4387111","215"
"SO4387112","322"
"SO4387113","342"
"SO4387114","220"
"SO438721","328"
"SO438722","215"
"SO438723","319"
"SO438724","317"
"SO438725","332"
"SO438726","220"
"SO438727","212"
"SO438728","262"
"SO438729","275"
"SO4387210","285"
"SO4387211","314"
"SO4387212","315"
"SO4387213","316"
"SO4387214","235"
"SO4387215","322"
"SO4387216","223"
"SO438731","342"
"SO438732","330"
"SO438733","310"
"SO438734","264"
"SO438735","270"
"SO438736","316"
"SO438737","285"
"SO438738","334"
"SO438739","253"
"SO4387310","319"
"SO4387311","322"
"SO4387312","276"
"SO4387313","338"
"SO4387314","317"
"SO4387315","212"
"SO4387316","332"
"SO4387317","220"
"SO4387318","315"
"SO4387319","272"
"SO4387320","324"
"SO4387321","328"
"SO4387322","235"
"SO4387323","232"
"SO4387324","229"
"SO4387325","326"
"SO4387326","262"
"SO4387327","314"
"SO4387328","275"
"SO438741","328"
"SO438751","351"
"SO438752","304"
"SO438753","292"
"SO438754","218"
"SO438755","232"
"SO438756","347"
"SO438757","344"
"SO438758","212"
"SO438759","307"
"SO4387510","346"
"SO4387511","300"
"SO4387512","348"
"SO4387513","345"
"SO4387514","349"
"SO4387515","296"
"SO4387516","223"
"SO4387517","350"
"SO4387518","235"
"SO4387519","215"
"SO4387520","293"
"SO4387521","229"
"SO438761","326"
"SO438762","319"
"SO438763","328"
"SO438764","315"
"SO438765","262"
"SO438766","324"
"SO438767","342"
"SO438768","270"
"SO438771","232"
"SO438772","215"
"SO438773","218"
"SO438774","344"
"SO438775","348"
"SO438776","347"
"SO438777","351"
"SO438778","235"
"SO438779","220"
"SO4387710","212"
"SO438781","345"
"SO438782","344"
"SO438791","326"
"SO438792","328"
"SO438793","322"
"SO438794","330"
"SO438795","232"
"SO438796","262"
"SO438797","229"
"SO438798","342"
"SO438799","272"
"SO4387910","315"
"SO4387911","264"
"SO4387912","235"
"SO4387913","334"
"SO4387914","332"
"SO4387915","270"
"SO4387916","338"
"SO4387917","215"
"SO4387918","319"
"SO4387919","317"
"SO4387920","285"
"SO4387921","316"
"SO4387922","212"
"SO4387923","220"
"SO4387924","253"
"SO4387925","314"
"SO4387926","223"
"SO438801","322"
"SO438802","316"
"SO438803","326"
"SO438804","342"
"SO438805","334"
"SO438806","285"
"SO438807","275"
"SO438808","314"
"SO438809","317"
"SO4388010","262"
"SO4388011","319"
"SO4388012","330"
"SO4388013","338"
"SO438811","349"
"SO438812","351"
"SO438813","345"
"SO438814","347"
"SO438815","350"
"SO438816","229"
"SO438817","346"
"SO438818","218"
"SO438821","351"
"SO438831","264"
"SO438832","275"
"SO438833","328"
"SO438834","338"
"SO438835","342"
"SO438836","223"
"SO438837","322"
"SO438838","253"
"SO438839","262"
"SO4388310","285"
"SO4388311","310"
"SO4388312","326"
"SO4388313","319"
"SO4388314","315"
"SO4388315","324"
"SO4388316","314"
"SO4388317","332"
"SO438841","304"
"SO438842","215"
"SO438843","300"
"SO438844","232"
"SO438845","350"
"SO438846","349"
"SO438847","346"
"SO438848","292"
"SO438849","220"
"SO4388410","351"
"SO4388411","235"
"SO4388412","307"
"SO4388413","344"
"SO4388414","223"
"SO4388415","348"
"SO4388416","296"
"SO4388417","345"
"SO4388418","212"
"SO4388419","347"
"SO4388420","218"
"SO4388421","293"
"SO4388422","229"
"SO438851","219"
"SO438852","218"
"SO438861","315"
"SO438862","328"
"SO438863","264"
"SO438864","338"
"SO438865","317"
"SO438866","220"
"SO438867","223"
"SO438868","215"
"SO438869","319"
"SO4388610","342"
"SO4388611","322"
"SO4388612","276"
"SO4388613","235"
"SO4388614","272"
"SO4388615","316"
"SO4388616","253"
"SO4388617","229"
"SO4388618","334"
"SO4388619","326"
"SO4388620","314"
"SO4388621","232"
"SO438871","332"
"SO438881","330"
"SO438882","316"
"SO438883","285"
"SO438884","262"
"SO438885","338"
"SO438886","322"
"SO438887","314"
"SO438888","317"
"SO438889","315"
"SO4388810","342"
"SO4388811","272"
"SO4388812","328"
"SO4388813","332"
"SO4388814","264"
"SO438891","351"
"SO438892","235"
"SO438901","344"
"SO438902","350"
"SO438903","346"
"SO438904","347"
"SO438905","293"
"SO438906","345"
"SO438907","349"
"SO438908","307"
"SO438909","304"
"SO4389010","348"
"SO4389011","218"
"SO4389012","351"
"SO4389013","300"
"SO438911","348"
"SO438912","219"
"SO438913","351"
"SO438914","346"
"SO438915","344"
"SO438916","218"
"SO438917","349"
"SO438918","345"
"SO438919","350"
"SO438921","326"
"SO438922","232"
"SO438923","314"
"SO438924","223"
"SO438925","328"
"SO438926","322"
"SO438927","270"
"SO438928","220"
"SO438929","315"
"SO4389210","342"
"SO4389211","324"
"SO4389212","319"
"SO4389213","332"
"SO438931","342"
"SO438941","219"
"SO438942","350"
"SO438943","348"
"SO438944","349"
"SO438945","218"
"SO438946","351"
"SO438947","344"
"SO438951","223"
"SO438952","220"
"SO438953","307"
"SO438954","229"
"SO438955","235"
"SO438956","304"
"SO438957","296"
"SO438958","344"
"SO438959","351"
"SO4389510","300"
"SO4389511","348"
"SO4389512","345"
"SO4389513","349"
"SO4389514","212"
"SO4389515","215"
"SO438961","319"
"SO438962","342"
"SO438963","322"
"SO438964","326"
"SO438965","232"
"SO438971","235"
"SO438972","345"
"SO438973","351"
"SO438974","350"
"SO438975","348"
"SO438976","218"
"SO438977","232"
"SO438978","212"
"SO438979","344"
"SO4389710","349"
"SO4389711","215"
"SO4389712","220"
"SO4389713","347"
"SO4389714","223"
"SO438981","342"
"SO438982","338"
"SO438983","316"
"SO438984","235"
"SO438985","223"
"SO438986","315"
"SO438987","212"
"SO438988","262"
"SO438989","220"
"SO4389810","314"
"SO4389811","215"
"SO4389812","322"
"SO4389813","232"
"SO4389814","330"
"SO4389815","270"
"SO4389816","275"
"SO4389817","317"
"SO4389818","319"
"SO4389819","229"
"SO4389820","332"
"SO4389821","285"
"SO4389822","264"
"SO4389823","326"
"SO4389824","324"
"SO4389825","253"
"SO4389826","310"
"SO4389827","328"
"SO4389828","334"
"SO438991","235"
"SO438992","324"
"SO438993","332"
"SO438994","285"
"SO438995","322"
"SO438996","316"
"SO438997","314"
"SO438998","275"
"SO438999","319"
"SO4389910","342"
"SO4389911","326"
"SO4389912","328"
"SO4389913","315"
"SO439001","344"
"SO439002","219"
"SO439003","345"
"SO439004","349"
"SO439005","218"
"SO439006","350"
"SO439007","346"
"SO439008","351"
"SO439009","348"
"SO439011","345"
"SO439012","346"
"SO439013","220"
"SO439014","344"
"SO439015","349"
"SO439016","218"
"SO439017","232"
"SO439018","215"
"SO439019","212"
"SO4390110","348"
"SO439021","229"
"SO439022","351"
"SO439023","347"
"SO439024","292"
"SO439025","307"
"SO439026","232"
"SO439027","344"
"SO439028","346"
"SO439029","350"
"SO4390210","349"
"SO4390211","348"
"SO4390212","220"
"SO4390213","304"
"SO4390214","296"
"SO4390215","223"
"SO4390216","300"
"SO4390217","235"
"SO4390218","215"
"SO4390219","218"
"SO4390220","293"
"SO439031","212"
"SO439041","317"
"SO439042","262"
"SO439043","275"
"SO439044","328"
"SO439045","322"
"SO439046","316"
"SO439047","314"
"SO439048","324"
"SO439049","270"
"SO4390410","285"
"SO4390411","326"
"SO4390412","319"
"SO439051","342"
"SO439052","262"
"SO439053","314"
"SO439054","328"
"SO439055","332"
"SO439056","285"
"SO439057","326"
"SO439058","319"
"SO439059","270"
"SO4390510","316"
"SO4390511","324"
"SO439061","348"
"SO439062","350"
"SO439063","218"
"SO439064","351"
"SO439065","232"
"SO439066","229"
"SO439067","223"
"SO439068","345"
"SO439069","347"
"SO4390610","346"
"SO4390611","349"
"SO4390612","215"
"SO4390613","220"
"SO4390614","235"
"SO439071","232"
"SO439072","330"
"SO439073","272"
"SO439074","253"
"SO439075","332"
"SO439076","229"
"SO439077","314"
"SO439078","326"
"SO439079","212"
"SO4390710","324"
"SO4390711","215"
"SO4390712","322"
"SO4390713","270"
"SO4390714","220"
"SO4390715","328"
"SO4390716","285"
"SO4390717","264"
"SO4390718","342"
"SO4390719","317"
"SO4390720","316"
"SO4390721","235"
"SO4390722","223"
"SO439081","276"
"SO439082","310"
"SO439083","232"
"SO439091","350"
"SO439092","349"
"SO439093","296"
"SO439094","292"
"SO439095","347"
"SO439096","351"
"SO439097","304"
"SO439098","300"
"SO439099","218"
"SO439101","326"
"SO439102","322"
"SO439103","319"
"SO439104","330"
"SO439105","310"
"SO439106","317"
"SO439107","276"
"SO439108","285"
"SO439109","342"
"SO4391010","334"
"SO4391011","338"
"SO4391012","324"
"SO4391013","275"
"SO4391014","262"
"SO4391015","264"
"SO4391016","315"
"SO439111","322"
"SO439112","319"
"SO439113","285"
"SO439114","315"
"SO439115","262"
"SO439116","232"
"SO439117","326"
"SO439118","223"
"SO439119","328"
"SO4391110","324"
"SO4391111","220"
"SO4391112","314"
"SO4391113","332"
"SO4391114","342"
"SO4391115","270"
"SO439121","317"
"SO439122","275"
"SO439123","229"
"SO439124","322"
"SO439125","235"
"SO439126","324"
"SO439127","262"
"SO439128","316"
"SO439129","332"
"SO4391210","270"
"SO4391211","212"
"SO4391212","342"
"SO4391213","314"
"SO4391214","215"
"SO4391215","285"
"SO4391216","315"
"SO439131","349"
"SO439132","344"
"SO439133","232"
"SO439134","345"
"SO439135","351"
"SO439136","215"
"SO439137","350"
"SO439138","348"
"SO439139","223"
"SO4391310","212"
"SO4391311","218"
"SO4391312","220"
"SO439141","351"
"SO439142","218"
"SO439143","346"
"SO439144","349"
"SO439145","344"
"SO439151","351"
"SO439161","348"
"SO439162","229"
"SO439163","349"
"SO439164","215"
"SO439165","235"
"SO439166","347"
"SO439167","300"
"SO439168","220"
"SO439169","223"
"SO4391610","346"
"SO4391611","212"
"SO4391612","292"
"SO4391613","345"
"SO4391614","232"
"SO439171","332"
"SO439172","328"
"SO439173","314"
"SO439174","285"
"SO439175","270"
"SO439176","220"
"SO439177","223"
"SO439178","315"
"SO439179","324"
"SO4391710","326"
"SO4391711","319"
"SO4391712","232"
"SO4391713","262"
"SO4391714","342"
"SO440741","326"
"SO440742","223"
"SO440743","342"
"SO440751","346"
"SO440752","344"
"SO440753","350"
"SO440754","351"
"SO440755","218"
"SO440756","219"
"SO440757","348"
"SO440758","345"
"SO440759","349"
"SO440761","344"
"SO440762","345"
"SO440771","319"
"SO440772","342"
"SO440773","232"
"SO440774","215"
"SO440775","322"
"SO440776","315"
"SO440777","326"
"SO440778","212"
"SO440781","293"
"SO440782","296"
"SO440783","304"
"SO440784","350"
"SO440785","345"
"SO440786","351"
"SO440787","292"
"SO440788","344"
"SO440791","315"
"SO440792","317"
"SO440793","342"
"SO440794","338"
"SO440795","212"
"SO440796","270"
"SO440797","316"
"SO440798","328"
"SO440799","215"
"SO4407910","324"
"SO4407911","314"
"SO4407912","275"
"SO4407913","229"
"SO4407914","223"
"SO4407915","262"
"SO4407916","332"
"SO4407917","253"
"SO4407918","235"
"SO4407919","285"
"SO4407920","326"
"SO4407921","272"
"SO4407922","264"
"SO4407923","220"
"SO4407924","322"
"SO4407925","232"
"SO4407926","334"
"SO4407927","330"
"SO440801","218"
"SO440811","307"
"SO440812","232"
"SO440813","348"
"SO440814","215"
"SO440815","296"
"SO440816","235"
"SO440817","218"
"SO440818","229"
"SO440819","292"
"SO4408110","345"
"SO4408111","223"
"SO4408112","349"
"SO4408113","350"
"SO4408114","347"
"SO4408115","300"
"SO4408116","212"
"SO440821","345"
"SO440831","319"
"SO440832","232"
"SO440833","223"
"SO440834","342"
"SO440841","351"
"SO440842","345"
"SO440851","326"
"SO440852","315"
"SO440853","235"
"SO440854","324"
"SO440855","223"
"SO440856","262"
"SO440857","215"
"SO440858","314"
"SO440859","270"
"SO4408510","328"
"SO4408511","285"
"SO4408512","275"
"SO4408513","232"
"SO4408514","322"
"SO4408515","334"
"SO4408516","220"
"SO4408517","319"
"SO4408518","212"
"SO4408519","338"
"SO4408520","342"
"SO4408521","316"
"SO440861","344"
"SO440862","292"
"SO440863","218"
"SO440864","346"
"SO440865","348"
"SO440866","349"
"SO440867","345"
"SO440868","215"
"SO440869","347"
"SO4408610","229"
"SO4408611","296"
"SO4408612","351"
"SO4408613","307"
"SO4408614","232"
"SO4408615","223"
"SO4408616","212"
"SO4408617","304"
"SO4408618","220"
"SO4408619","235"
"SO4408620","300"
"SO4408621","293"
"SO440871","310"
"SO440872","276"
"SO440881","330"
"SO440891","342"
"SO440892","326"
"SO440893","322"
"SO440901","324"
"SO440902","229"
"SO440903","232"
"SO440904","319"
"SO440905","220"
"SO440906","215"
"SO440907","235"
"SO440908","270"
"SO440909","212"
"SO4409010","262"
"SO4409011","223"
"SO4409012","315"
"SO4409013","326"
"SO440911","275"
"SO440912","235"
"SO440913","220"
"SO440914","317"
"SO440915","316"
"SO440916","212"
"SO440917","215"
"SO440921","342"
"SO440922","332"
"SO440923","285"
"SO440924","326"
"SO440925","322"
"SO440926","262"
"SO440927","223"
"SO440928","319"
"SO440931","315"
"SO440932","272"
"SO440933","317"
"SO440934","316"
"SO440935","326"
"SO440936","328"
"SO440937","215"
"SO440938","264"
"SO440939","220"
"SO4409310","338"
"SO4409311","223"
"SO4409312","342"
"SO4409313","322"
"SO4409314","232"
"SO4409315","319"
"SO4409316","285"
"SO4409317","212"
"SO4409318","229"
"SO4409319","235"
"SO440941","344"
"SO440951","346"
"SO440952","345"
"SO440953","347"
"SO440954","348"
"SO440955","350"
"SO440956","296"
"SO440957","292"
"SO440958","307"
"SO440959","293"
"SO440961","350"
"SO440962","344"
"SO440971","315"
"SO440972","322"
"SO440973","326"
"SO440974","215"
"SO440975","232"
"SO440976","220"
"SO440977","324"
"SO440978","342"
"SO440979","319"
"SO4409710","262"
"SO4409711","212"
"SO4409712","270"
"SO440981","346"
"SO440982","348"
"SO440983","345"
"SO440984","344"
"SO440985","218"
"SO440986","350"
"SO440991","235"
"SO440992","316"
"SO440993","317"
"SO440994","332"
"SO440995","314"
"SO440996","328"
"SO441001","218"
"SO441002","351"
"SO441003","307"
"SO441004","304"
"SO441005","349"
"SO441006","347"
"SO441007","296"
"SO441008","300"
"SO441009","350"
"SO4410010","235"
"SO4410011","346"
"SO4410012","215"
"SO4410013","232"
"SO4410014","229"
"SO4410015","344"
"SO4410016","292"
"SO4410017","223"
"SO4410018","348"
"SO4410019","220"
"SO4410020","345"
"SO4410021","212"
"SO441011","270"
"SO441012","324"
"SO441013","310"
"SO441014","262"
"SO441021","319"
"SO441022","326"
"SO441023","232"
"SO441024","342"
"SO441025","322"
"SO441031","342"
"SO441032","326"
"SO441033","322"
"SO441034","232"
"SO441035","223"
"SO441041","346"
"SO441042","345"
"SO441051","346"
"SO441052","219"
"SO441053","348"
"SO441054","350"
"SO441061","328"
"SO441071","342"
"SO441072","332"
"SO441073","334"
"SO441074","328"
"SO441075","322"
"SO441076","324"
"SO441077","317"
"SO441078","319"
"SO441079","315"
"SO4410710","310"
"SO4410711","253"
"SO4410712","264"
"SO4410713","272"
"SO4410714","275"
"SO4410715","276"
"SO4410716","229"
"SO4410717","232"
"SO4410718","235"
"SO4410719","220"
"SO4410720","212"
"SO4410721","215"
"SO441081","322"
"SO441082","319"
"SO441091","332"
"SO441092","326"
"SO441093","324"
"SO441094","342"
"SO441095","285"
"SO441096","232"
"SO441097","212"
"SO441098","314"
"SO441099","315"
"SO4410910","322"
"SO4410911","220"
"SO4410912","319"
"SO4410913","223"
"SO4410914","262"
"SO4410915","270"
"SO441101","332"
"SO441102","270"
"SO441103","229"
"SO441104","232"
"SO441105","322"
"SO441106","342"
"SO441107","326"
"SO441108","319"
"SO441109","220"
"SO4411010","235"
"SO4411011","215"
"SO4411012","285"
"SO4411013","328"
"SO4411014","338"
"SO4411015","317"
"SO4411016","315"
"SO4411017","334"
"SO4411018","324"
"SO4411019","223"
"SO4411020","262"
"SO4411021","275"
"SO4411022","330"
"SO441111","315"
"SO441112","235"
"SO441113","326"
"SO441114","317"
"SO441115","316"
"SO441116","275"
"SO441117","215"
"SO441118","332"
"SO441119","334"
"SO4411110","324"
"SO4411111","223"
"SO4411112","285"
"SO4411113","262"
"SO4411114","232"
"SO4411115","212"
"SO4411116","330"
"SO4411117","270"
"SO4411118","319"
"SO4411119","229"
"SO441121","344"
"SO441122","347"
"SO441123","348"
"SO441124","349"
"SO441125","345"
"SO441131","348"
"SO441132","218"
"SO441133","212"
"SO441134","347"
"SO441135","223"
"SO441136","350"
"SO441137","344"
"SO441138","220"
"SO441139","304"
"SO4411310","232"
"SO4411311","296"
"SO4411312","235"
"SO4411313","307"
"SO4411314","351"
"SO4411315","293"
"SO441141","276"
"SO441142","322"
"SO441143","262"
"SO441144","275"
"SO441145","326"
