"SaleID","EmployeeKey"
"SO436853","285"
"SO436854","285"
"SO436861","289"
"SO436862","289"
"SO436863","289"
"SO436871","281"
"SO436872","281"
"SO436881","281"
"SO436882","281"
"SO436883","281"
"SO436884","281"
"SO436885","281"
"SO436886","281"
"SO436887","281"
"SO436888","281"
"SO436889","281"
"SO4368810","281"
"SO4368811","281"
"SO436891","283"
"SO436892","283"
"SO436893","283"
"SO436894","283"
"SO436895","283"
"SO436896","283"
"SO436897","283"
"SO436898","283"
"SO436899","283"
"SO4368910","283"
"SO4368911","283"
"SO4368912","283"
"SO4368913","283"
"SO4368914","283"
"SO4368915","283"
"SO4368916","283"
"SO4368917","283"
"SO4368918","283"
"SO4368919","283"
"SO4368920","283"
"SO4368921","283"
"SO436901","281"
"SO436902","281"
"SO436903","281"
"SO436904","281"
"SO436911","283"
"SO436921","287"
"SO436922","287"
"SO436923","287"
"SO436924","287"
"SO436925","287"
"SO436926","287"
"SO436927","287"
"SO436928","287"
"SO436929","287"
"SO4369210","287"
"SO4369211","287"
"SO4369212","287"
"SO4369213","287"
"SO4369214","287"
"SO4369215","287"
"SO4369216","287"
"SO4369217","287"
"SO4369218","287"
"SO4369219","287"
"SO4369220","287"
"SO4369221","287"
"SO4369222","287"
"SO4369223","287"
"SO4369224","287"
"SO4369225","287"
"SO4369226","287"
"SO4369227","287"
"SO4369228","287"
"SO436931","281"
"SO436932","281"
"SO436933","281"
"SO436934","281"
"SO436935","281"
"SO436936","281"
"SO436937","281"
"SO436938","281"
"SO436939","281"
"SO4369310","281"
"SO436941","285"
"SO436942","285"
"SO436943","285"
"SO436944","285"
"SO436945","285"
"SO436946","285"
"SO436947","285"
"SO436948","285"
"SO436949","285"
"SO4369410","285"
"SO4369411","285"
"SO436951","285"
"SO436952","285"
"SO436953","285"
"SO436954","285"
"SO436955","285"
"SO436956","285"
"SO436957","285"
"SO436958","285"
"SO436961","285"
"SO438431","281"
"SO438432","281"
"SO438433","281"
"SO438434","281"
"SO438435","281"
"SO438436","281"
"SO438437","281"
"SO438438","281"
"SO438439","281"
"SO4384310","281"
"SO438441","288"
"SO438442","288"
"SO438443","288"
"SO438444","288"
"SO438451","285"
"SO438452","285"
"SO438453","285"
"SO438454","285"
"SO438455","285"
"SO438456","285"
"SO438457","285"
"SO438458","285"
"SO438459","285"
"SO4384510","285"
"SO438461","284"
"SO438462","284"
"SO438463","284"
"SO438464","284"
"SO438471","284"
"SO438472","284"
"SO438473","284"
"SO438481","289"
"SO438482","289"
"SO438483","289"
"SO438484","289"
"SO438485","289"
"SO438491","272"
"SO438492","272"
"SO438493","272"
"SO438494","272"
"SO438495","272"
"SO438496","272"
"SO438497","272"
"SO438498","272"
"SO438499","272"
"SO4384910","272"
"SO4384911","272"
"SO438501","288"
"SO438502","288"
"SO438503","288"
"SO438504","288"
"SO438505","288"
"SO438506","288"
"SO438507","288"
"SO438508","288"
"SO438509","288"
"SO4385010","288"
"SO4385011","288"
"SO438511","281"
"SO438512","281"
"SO438513","281"
"SO438514","281"
"SO438515","281"
"SO438516","281"
"SO438517","281"
"SO438518","281"
"SO438519","281"
"SO4385110","281"
"SO4385111","281"
"SO4385112","281"
"SO438521","288"
"SO438531","288"
"SO438532","288"
"SO438533","288"
"SO438534","288"
"SO438535","288"
"SO438536","288"
"SO438541","288"
"SO438551","284"
"SO438552","284"
"SO438553","284"
"SO438554","284"
"SO438555","284"
"SO438556","284"
"SO438557","284"
"SO438558","284"
"SO438559","284"
"SO4385510","284"
"SO4385511","284"
"SO4385512","284"
"SO4385513","284"
"SO438561","288"
"SO438562","288"
"SO438571","288"
"SO438572","288"
"SO438573","288"
"SO438574","288"
"SO438575","288"
"SO438576","288"
"SO438577","288"
"SO438578","288"
"SO438579","288"
"SO4385710","288"
"SO4385711","288"
"SO4385712","288"
"SO4385713","288"
"SO4385714","288"
"SO438581","281"
"SO438582","281"
"SO438583","281"
"SO438584","281"
"SO438585","281"
"SO438586","281"
"SO438587","281"
"SO438588","281"
"SO438589","281"
"SO4385810","281"
"SO4385811","281"
"SO4385812","281"
"SO4385813","281"
"SO438591","282"
"SO438592","282"
"SO438593","282"
"SO438594","282"
"SO438601","286"
"SO438602","286"
"SO438603","286"
"SO438604","286"
"SO438605","286"
"SO438606","286"
"SO438607","286"
"SO438608","286"
"SO438609","286"
"SO4386010","286"
"SO4386011","286"
"SO4386012","286"
"SO438611","285"
"SO438612","285"
"SO438613","285"
"SO438614","285"
"SO438615","285"
"SO438616","285"
"SO438617","285"
"SO438618","285"
"SO438619","285"
"SO4386110","285"
"SO4386111","285"
"SO4386112","285"
"SO4386113","285"
"SO4386114","285"
"SO4386115","285"
"SO4386116","285"
"SO4386117","285"
"SO4386118","285"
"SO4386119","285"
"SO4386120","285"
"SO4386121","285"
"SO4386122","285"
"SO4386123","285"
"SO4386124","285"
"SO4386125","285"
"SO4386126","285"
"SO4386127","285"
"SO438621","285"
"SO438622","285"
"SO438623","285"
"SO438624","285"
"SO438625","285"
"SO438626","285"
"SO438627","285"
"SO438628","285"
"SO438629","285"
"SO438631","283"
"SO438632","283"
"SO438633","283"
"SO438634","283"
"SO438641","282"
"SO438642","282"
"SO438643","282"
"SO438644","282"
"SO438645","282"
"SO438646","282"
"SO438647","282"
"SO438648","282"
"SO438649","282"
"SO438651","283"
"SO438652","283"
"SO438653","283"
"SO438654","283"
"SO438655","283"
"SO438656","283"
"SO438657","283"
"SO438658","283"
"SO438659","283"
"SO4386510","283"
"SO4386511","283"
"SO4386512","283"
"SO4386513","283"
"SO4386514","283"
"SO438661","286"
"SO438662","286"
"SO438663","286"
"SO438671","286"
"SO438672","286"
"SO438673","286"
"SO438674","286"
"SO438675","286"
"SO438676","286"
"SO438677","286"
"SO438678","286"
"SO438679","286"
"SO4386710","286"
"SO4386711","286"
"SO4386712","286"
"SO4386713","286"
"SO4386714","286"
"SO4386715","286"
"SO4386716","286"
"SO4386717","286"
"SO4386718","286"
"SO438681","288"
"SO438691","282"
"SO438692","282"
"SO438693","282"
"SO438694","282"
"SO438695","282"
"SO438696","282"
"SO438697","282"
"SO438698","282"
"SO438699","282"
"SO4386910","282"
"SO438701","281"
"SO438702","281"
"SO438703","281"
"SO438704","281"
"SO438705","281"
"SO438711","287"
"SO438712","287"
"SO438713","287"
"SO438714","287"
"SO438715","287"
"SO438716","287"
"SO438717","287"
"SO438718","287"
"SO438719","287"
"SO4387110","287"
"SO4387111","287"
"SO4387112","287"
"SO4387113","287"
"SO4387114","287"
"SO438721","282"
"SO438722","282"
"SO438723","282"
"SO438724","282"
"SO438725","282"
"SO438726","282"
"SO438727","282"
"SO438728","282"
"SO438729","282"
"SO4387210","282"
"SO4387211","282"
"SO4387212","282"
"SO4387213","282"
"SO4387214","282"
"SO4387215","282"
"SO4387216","282"
"SO438731","282"
"SO438732","282"
"SO438733","282"
"SO438734","282"
"SO438735","282"
"SO438736","282"
"SO438737","282"
"SO438738","282"
"SO438739","282"
"SO4387310","282"
"SO4387311","282"
"SO4387312","282"
"SO4387313","282"
"SO4387314","282"
"SO4387315","282"
"SO4387316","282"
"SO4387317","282"
"SO4387318","282"
"SO4387319","282"
"SO4387320","282"
"SO4387321","282"
"SO4387322","282"
"SO4387323","282"
"SO4387324","282"
"SO4387325","282"
"SO4387326","282"
"SO4387327","282"
"SO4387328","282"
"SO438741","283"
"SO438751","285"
"SO438752","285"
"SO438753","285"
"SO438754","285"
"SO438755","285"
"SO438756","285"
"SO438757","285"
"SO438758","285"
"SO438759","285"
"SO4387510","285"
"SO4387511","285"
"SO4387512","285"
"SO4387513","285"
"SO4387514","285"
"SO4387515","285"
"SO4387516","285"
"SO4387517","285"
"SO4387518","285"
"SO4387519","285"
"SO4387520","285"
"SO4387521","285"
"SO438761","281"
"SO438762","281"
"SO438763","281"
"SO438764","281"
"SO438765","281"
"SO438766","281"
"SO438767","281"
"SO438768","281"
"SO438771","286"
"SO438772","286"
"SO438773","286"
"SO438774","286"
"SO438775","286"
"SO438776","286"
"SO438777","286"
"SO438778","286"
"SO438779","286"
"SO4387710","286"
"SO438781","281"
"SO438782","281"
"SO438791","288"
"SO438792","288"
"SO438793","288"
"SO438794","288"
"SO438795","288"
"SO438796","288"
"SO438797","288"
"SO438798","288"
"SO438799","288"
"SO4387910","288"
"SO4387911","288"
"SO4387912","288"
"SO4387913","288"
"SO4387914","288"
"SO4387915","288"
"SO4387916","288"
"SO4387917","288"
"SO4387918","288"
"SO4387919","288"
"SO4387920","288"
"SO4387921","288"
"SO4387922","288"
"SO4387923","288"
"SO4387924","288"
"SO4387925","288"
"SO4387926","288"
"SO438801","284"
"SO438802","284"
"SO438803","284"
"SO438804","284"
"SO438805","284"
"SO438806","284"
"SO438807","284"
"SO438808","284"
"SO438809","284"
"SO4388010","284"
"SO4388011","284"
"SO4388012","284"
"SO4388013","284"
"SO438811","283"
"SO438812","283"
"SO438813","283"
"SO438814","283"
"SO438815","283"
"SO438816","283"
"SO438817","283"
"SO438818","283"
"SO438821","288"
"SO438831","281"
"SO438832","281"
"SO438833","281"
"SO438834","281"
"SO438835","281"
"SO438836","281"
"SO438837","281"
"SO438838","281"
"SO438839","281"
"SO4388310","281"
"SO4388311","281"
"SO4388312","281"
"SO4388313","281"
"SO4388314","281"
"SO4388315","281"
"SO4388316","281"
"SO4388317","281"
"SO438841","283"
"SO438842","283"
"SO438843","283"
"SO438844","283"
"SO438845","283"
"SO438846","283"
"SO438847","283"
"SO438848","283"
"SO438849","283"
"SO4388410","283"
"SO4388411","283"
"SO4388412","283"
"SO4388413","283"
"SO4388414","283"
"SO4388415","283"
"SO4388416","283"
"SO4388417","283"
"SO4388418","283"
"SO4388419","283"
"SO4388420","283"
"SO4388421","283"
"SO4388422","283"
"SO438851","282"
"SO438852","282"
"SO438861","288"
"SO438862","288"
"SO438863","288"
"SO438864","288"
"SO438865","288"
"SO438866","288"
"SO438867","288"
"SO438868","288"
"SO438869","288"
"SO4388610","288"
"SO4388611","288"
"SO4388612","288"
"SO4388613","288"
"SO4388614","288"
"SO4388615","288"
"SO4388616","288"
"SO4388617","288"
"SO4388618","288"
"SO4388619","288"
"SO4388620","288"
"SO4388621","288"
"SO438871","285"
"SO438881","288"
"SO438882","288"
"SO438883","288"
"SO438884","288"
"SO438885","288"
"SO438886","288"
"SO438887","288"
"SO438888","288"
"SO438889","288"
"SO4388810","288"
"SO4388811","288"
"SO4388812","288"
"SO4388813","288"
"SO4388814","288"
"SO438891","284"
"SO438892","284"
"SO438901","284"
"SO438902","284"
"SO438903","284"
"SO438904","284"
"SO438905","284"
"SO438906","284"
"SO438907","284"
"SO438908","284"
"SO438909","284"
"SO4389010","284"
"SO4389011","284"
"SO4389012","284"
"SO4389013","284"
"SO438911","288"
"SO438912","288"
"SO438913","288"
"SO438914","288"
"SO438915","288"
"SO438916","288"
"SO438917","288"
"SO438918","288"
"SO438919","288"
"SO438921","287"
"SO438922","287"
"SO438923","287"
"SO438924","287"
"SO438925","287"
"SO438926","287"
"SO438927","287"
"SO438928","287"
"SO438929","287"
"SO4389210","287"
"SO4389211","287"
"SO4389212","287"
"SO4389213","287"
"SO438931","288"
"SO438941","286"
"SO438942","286"
"SO438943","286"
"SO438944","286"
"SO438945","286"
"SO438946","286"
"SO438947","286"
"SO438951","286"
"SO438952","286"
"SO438953","286"
"SO438954","286"
"SO438955","286"
"SO438956","286"
"SO438957","286"
"SO438958","286"
"SO438959","286"
"SO4389510","286"
"SO4389511","286"
"SO4389512","286"
"SO4389513","286"
"SO4389514","286"
"SO4389515","286"
"SO438961","283"
"SO438962","283"
"SO438963","283"
"SO438964","283"
"SO438965","283"
"SO438971","282"
"SO438972","282"
"SO438973","282"
"SO438974","282"
"SO438975","282"
"SO438976","282"
"SO438977","282"
"SO438978","282"
"SO438979","282"
"SO4389710","282"
"SO4389711","282"
"SO4389712","282"
"SO4389713","282"
"SO4389714","282"
"SO438981","284"
"SO438982","284"
"SO438983","284"
"SO438984","284"
"SO438985","284"
"SO438986","284"
"SO438987","284"
"SO438988","284"
"SO438989","284"
"SO4389810","284"
"SO4389811","284"
"SO4389812","284"
"SO4389813","284"
"SO4389814","284"
"SO4389815","284"
"SO4389816","284"
"SO4389817","284"
"SO4389818","284"
"SO4389819","284"
"SO4389820","284"
"SO4389821","284"
"SO4389822","284"
"SO4389823","284"
"SO4389824","284"
"SO4389825","284"
"SO4389826","284"
"SO4389827","284"
"SO4389828","284"
"SO438991","283"
"SO438992","283"
"SO438993","283"
"SO438994","283"
"SO438995","283"
"SO438996","283"
"SO438997","283"
"SO438998","283"
"SO438999","283"
"SO4389910","283"
"SO4389911","283"
"SO4389912","283"
"SO4389913","283"
"SO439001","285"
"SO439002","285"
"SO439003","285"
"SO439004","285"
"SO439005","285"
"SO439006","285"
"SO439007","285"
"SO439008","285"
"SO439009","285"
"SO439011","282"
"SO439012","282"
"SO439013","282"
"SO439014","282"
"SO439015","282"
"SO439016","282"
"SO439017","282"
"SO439018","282"
"SO439019","282"
"SO4390110","282"
"SO439021","285"
"SO439022","285"
"SO439023","285"
"SO439024","285"
"SO439025","285"
"SO439026","285"
"SO439027","285"
"SO439028","285"
"SO439029","285"
"SO4390210","285"
"SO4390211","285"
"SO4390212","285"
"SO4390213","285"
"SO4390214","285"
"SO4390215","285"
"SO4390216","285"
"SO4390217","285"
"SO4390218","285"
"SO4390219","285"
"SO4390220","285"
"SO439031","285"
"SO439041","283"
"SO439042","283"
"SO439043","283"
"SO439044","283"
"SO439045","283"
"SO439046","283"
"SO439047","283"
"SO439048","283"
"SO439049","283"
"SO4390410","283"
"SO4390411","283"
"SO4390412","283"
"SO439051","285"
"SO439052","285"
"SO439053","285"
"SO439054","285"
"SO439055","285"
"SO439056","285"
"SO439057","285"
"SO439058","285"
"SO439059","285"
"SO4390510","285"
"SO4390511","285"
"SO439061","283"
"SO439062","283"
"SO439063","283"
"SO439064","283"
"SO439065","283"
"SO439066","283"
"SO439067","283"
"SO439068","283"
"SO439069","283"
"SO4390610","283"
"SO4390611","283"
"SO4390612","283"
"SO4390613","283"
"SO4390614","283"
"SO439071","281"
"SO439072","281"
"SO439073","281"
"SO439074","281"
"SO439075","281"
"SO439076","281"
"SO439077","281"
"SO439078","281"
"SO439079","281"
"SO4390710","281"
"SO4390711","281"
"SO4390712","281"
"SO4390713","281"
"SO4390714","281"
"SO4390715","281"
"SO4390716","281"
"SO4390717","281"
"SO4390718","281"
"SO4390719","281"
"SO4390720","281"
"SO4390721","281"
"SO4390722","281"
"SO439081","281"
"SO439082","281"
"SO439083","281"
"SO439091","289"
"SO439092","289"
"SO439093","289"
"SO439094","289"
"SO439095","289"
"SO439096","289"
"SO439097","289"
"SO439098","289"
"SO439099","289"
"SO439101","285"
"SO439102","285"
"SO439103","285"
"SO439104","285"
"SO439105","285"
"SO439106","285"
"SO439107","285"
"SO439108","285"
"SO439109","285"
"SO4391010","285"
"SO4391011","285"
"SO4391012","285"
"SO4391013","285"
"SO4391014","285"
"SO4391015","285"
"SO4391016","285"
"SO439111","286"
"SO439112","286"
"SO439113","286"
"SO439114","286"
"SO439115","286"
"SO439116","286"
"SO439117","286"
"SO439118","286"
"SO439119","286"
"SO4391110","286"
"SO4391111","286"
"SO4391112","286"
"SO4391113","286"
"SO4391114","286"
"SO4391115","286"
"SO439121","282"
"SO439122","282"
"SO439123","282"
"SO439124","282"
"SO439125","282"
"SO439126","282"
"SO439127","282"
"SO439128","282"
"SO439129","282"
"SO4391210","282"
"SO4391211","282"
"SO4391212","282"
"SO4391213","282"
"SO4391214","282"
"SO4391215","282"
"SO4391216","282"
"SO439131","283"
"SO439132","283"
"SO439133","283"
"SO439134","283"
"SO439135","283"
"SO439136","283"
"SO439137","283"
"SO439138","283"
"SO439139","283"
"SO4391310","283"
"SO4391311","283"
"SO4391312","283"
"SO439141","287"
"SO439142","287"
"SO439143","287"
"SO439144","287"
"SO439145","287"
"SO439151","281"
"SO439161","282"
"SO439162","282"
"SO439163","282"
"SO439164","282"
"SO439165","282"
"SO439166","282"
"SO439167","282"
"SO439168","282"
"SO439169","282"
"SO4391610","282"
"SO4391611","282"
"SO4391612","282"
"SO4391613","282"
"SO4391614","282"
"SO439171","289"
"SO439172","289"
"SO439173","289"
"SO439174","289"
"SO439175","289"
"SO439176","289"
"SO439177","289"
"SO439178","289"
"SO439179","289"
"SO4391710","289"
"SO4391711","289"
"SO4391712","289"
"SO4391713","289"
"SO4391714","289"
"SO440741","281"
"SO440742","281"
"SO440743","281"
"SO440751","289"
"SO440752","289"
"SO440753","289"
"SO440754","289"
"SO440755","289"
"SO440756","289"
"SO440757","289"
"SO440758","289"
"SO440759","289"
"SO440761","283"
"SO440762","283"
"SO440771","288"
"SO440772","288"
"SO440773","288"
"SO440774","288"
"SO440775","288"
"SO440776","288"
"SO440777","288"
"SO440778","288"
"SO440781","289"
"SO440782","289"
"SO440783","289"
"SO440784","289"
"SO440785","289"
"SO440786","289"
"SO440787","289"
"SO440788","289"
"SO440791","283"
"SO440792","283"
"SO440793","283"
"SO440794","283"
"SO440795","283"
"SO440796","283"
"SO440797","283"
"SO440798","283"
"SO440799","283"
"SO4407910","283"
"SO4407911","283"
"SO4407912","283"
"SO4407913","283"
"SO4407914","283"
"SO4407915","283"
"SO4407916","283"
"SO4407917","283"
"SO4407918","283"
"SO4407919","283"
"SO4407920","283"
"SO4407921","283"
"SO4407922","283"
"SO4407923","283"
"SO4407924","283"
"SO4407925","283"
"SO4407926","283"
"SO4407927","283"
"SO440801","282"
"SO440811","288"
"SO440812","288"
"SO440813","288"
"SO440814","288"
"SO440815","288"
"SO440816","288"
"SO440817","288"
"SO440818","288"
"SO440819","288"
"SO4408110","288"
"SO4408111","288"
"SO4408112","288"
"SO4408113","288"
"SO4408114","288"
"SO4408115","288"
"SO4408116","288"
"SO440821","272"
"SO440831","284"
"SO440832","284"
"SO440833","284"
"SO440834","284"
"SO440841","288"
"SO440842","288"
"SO440851","288"
"SO440852","288"
"SO440853","288"
"SO440854","288"
"SO440855","288"
"SO440856","288"
"SO440857","288"
"SO440858","288"
"SO440859","288"
"SO4408510","288"
"SO4408511","288"
"SO4408512","288"
"SO4408513","288"
"SO4408514","288"
"SO4408515","288"
"SO4408516","288"
"SO4408517","288"
"SO4408518","288"
"SO4408519","288"
"SO4408520","288"
"SO4408521","288"
"SO440861","288"
"SO440862","288"
"SO440863","288"
"SO440864","288"
"SO440865","288"
"SO440866","288"
"SO440867","288"
"SO440868","288"
"SO440869","288"
"SO4408610","288"
"SO4408611","288"
"SO4408612","288"
"SO4408613","288"
"SO4408614","288"
"SO4408615","288"
"SO4408616","288"
"SO4408617","288"
"SO4408618","288"
"SO4408619","288"
"SO4408620","288"
"SO4408621","288"
"SO440871","282"
"SO440872","282"
"SO440881","287"
"SO440891","282"
"SO440892","282"
"SO440893","282"
"SO440901","283"
"SO440902","283"
"SO440903","283"
"SO440904","283"
"SO440905","283"
"SO440906","283"
"SO440907","283"
"SO440908","283"
"SO440909","283"
"SO4409010","283"
"SO4409011","283"
"SO4409012","283"
"SO4409013","283"
"SO440911","287"
"SO440912","287"
"SO440913","287"
"SO440914","287"
"SO440915","287"
"SO440916","287"
"SO440917","287"
"SO440921","283"
"SO440922","283"
"SO440923","283"
"SO440924","283"
"SO440925","283"
"SO440926","283"
"SO440927","283"
"SO440928","283"
"SO440931","283"
"SO440932","283"
"SO440933","283"
"SO440934","283"
"SO440935","283"
"SO440936","283"
"SO440937","283"
"SO440938","283"
"SO440939","283"
"SO4409310","283"
"SO4409311","283"
"SO4409312","283"
"SO4409313","283"
"SO4409314","283"
"SO4409315","283"
"SO4409316","283"
"SO4409317","283"
"SO4409318","283"
"SO4409319","283"
"SO440941","288"
"SO440951","287"
"SO440952","287"
"SO440953","287"
"SO440954","287"
"SO440955","287"
"SO440956","287"
"SO440957","287"
"SO440958","287"
"SO440959","287"
"SO440961","281"
"SO440962","281"
"SO440971","283"
"SO440972","283"
"SO440973","283"
"SO440974","283"
"SO440975","283"
"SO440976","283"
"SO440977","283"
"SO440978","283"
"SO440979","283"
"SO4409710","283"
"SO4409711","283"
"SO4409712","283"
"SO440981","285"
"SO440982","285"
"SO440983","285"
"SO440984","285"
"SO440985","285"
"SO440986","285"
"SO440991","287"
"SO440992","287"
"SO440993","287"
"SO440994","287"
"SO440995","287"
"SO440996","287"
"SO441001","287"
"SO441002","287"
"SO441003","287"
"SO441004","287"
"SO441005","287"
"SO441006","287"
"SO441007","287"
"SO441008","287"
"SO441009","287"
"SO4410010","287"
"SO4410011","287"
"SO4410012","287"
"SO4410013","287"
"SO4410014","287"
"SO4410015","287"
"SO4410016","287"
"SO4410017","287"
"SO4410018","287"
"SO4410019","287"
"SO4410020","287"
"SO4410021","287"
"SO441011","285"
"SO441012","285"
"SO441013","285"
"SO441014","285"
"SO441021","285"
"SO441022","285"
"SO441023","285"
"SO441024","285"
"SO441025","285"
"SO441031","284"
"SO441032","284"
"SO441033","284"
"SO441034","284"
"SO441035","284"
"SO441041","284"
"SO441042","284"
"SO441051","283"
"SO441052","283"
"SO441053","283"
"SO441054","283"
"SO441061","285"
"SO441071","283"
"SO441072","283"
"SO441073","283"
"SO441074","283"
"SO441075","283"
"SO441076","283"
"SO441077","283"
"SO441078","283"
"SO441079","283"
"SO4410710","283"
"SO4410711","283"
"SO4410712","283"
"SO4410713","283"
"SO4410714","283"
"SO4410715","283"
"SO4410716","283"
"SO4410717","283"
"SO4410718","283"
"SO4410719","283"
"SO4410720","283"
"SO4410721","283"
"SO441081","287"
"SO441082","287"
"SO441091","286"
"SO441092","286"
"SO441093","286"
"SO441094","286"
"SO441095","286"
"SO441096","286"
"SO441097","286"
"SO441098","286"
"SO441099","286"
"SO4410910","286"
"SO4410911","286"
"SO4410912","286"
"SO4410913","286"
"SO4410914","286"
"SO4410915","286"
"SO441101","283"
"SO441102","283"
"SO441103","283"
"SO441104","283"
"SO441105","283"
"SO441106","283"
"SO441107","283"
"SO441108","283"
"SO441109","283"
"SO4411010","283"
"SO4411011","283"
"SO4411012","283"
"SO4411013","283"
"SO4411014","283"
"SO4411015","283"
"SO4411016","283"
"SO4411017","283"
"SO4411018","283"
"SO4411019","283"
"SO4411020","283"
"SO4411021","283"
"SO4411022","283"
"SO441111","288"
"SO441112","288"
"SO441113","288"
"SO441114","288"
"SO441115","288"
"SO441116","288"
"SO441117","288"
"SO441118","288"
"SO441119","288"
"SO4411110","288"
"SO4411111","288"
"SO4411112","288"
"SO4411113","288"
"SO4411114","288"
"SO4411115","288"
"SO4411116","288"
"SO4411117","288"
"SO4411118","288"
"SO4411119","288"
"SO441121","284"
"SO441122","284"
"SO441123","284"
"SO441124","284"
"SO441125","284"
"SO441131","282"
"SO441132","282"
"SO441133","282"
"SO441134","282"
"SO441135","282"
"SO441136","282"
"SO441137","282"
"SO441138","282"
"SO441139","282"
"SO4411310","282"
"SO4411311","282"
"SO4411312","282"
"SO4411313","282"
"SO4411314","282"
"SO4411315","282"
"SO441141","281"
"SO441142","281"
"SO441143","281"
"SO441144","281"
"SO441145","281"
