"SaleID","ResellerKey"
"SO4450120","1"
"SO445021","36"
"SO445022","36"
"SO445023","36"
"SO445024","36"
"SO445025","36"
"SO445026","36"
"SO445027","36"
"SO445028","36"
"SO445029","36"
"SO4450210","36"
"SO4450211","36"
"SO4450212","36"
"SO4450213","36"
"SO4450214","36"
"SO445031","198"
"SO445032","198"
"SO445033","198"
"SO445034","198"
"SO445041","533"
"SO445042","533"
"SO445043","533"
"SO445044","533"
"SO445045","533"
"SO445046","533"
"SO445047","533"
"SO445048","533"
"SO445049","533"
"SO4450410","533"
"SO4450411","533"
"SO4450412","533"
"SO4450413","533"
"SO4450414","533"
"SO4450415","533"
"SO4450416","533"
"SO4450417","533"
"SO4450418","533"
"SO4450419","533"
"SO4450420","533"
"SO4450421","533"
"SO4450422","533"
"SO4450423","533"
"SO4450424","533"
"SO4450425","533"
"SO4450426","533"
"SO4450427","533"
"SO445051","384"
"SO445052","384"
"SO445053","384"
"SO445054","384"
"SO445055","384"
"SO445056","384"
"SO445057","384"
"SO445058","384"
"SO445061","584"
"SO445062","584"
"SO445063","584"
"SO445064","584"
"SO445065","584"
"SO445066","584"
"SO445067","584"
"SO445068","584"
"SO445069","584"
"SO4450610","584"
"SO4450611","584"
"SO4450612","584"
"SO4450613","584"
"SO4450614","584"
"SO4450615","584"
"SO4450616","584"
"SO4450617","584"
"SO4450618","584"
"SO4450619","584"
"SO4450620","584"
"SO4450621","584"
"SO4450622","584"
"SO4450623","584"
"SO4450624","584"
"SO4450625","584"
"SO4450626","584"
"SO4450627","584"
"SO4450628","584"
"SO4450629","584"
"SO4450630","584"
"SO445071","99"
"SO445072","99"
"SO445073","99"
"SO445074","99"
"SO445075","99"
"SO445076","99"
"SO445077","99"
"SO445078","99"
"SO445079","99"
"SO4450710","99"
"SO4450711","99"
"SO4450712","99"
"SO4450713","99"
"SO445081","471"
"SO445082","471"
"SO445083","471"
"SO445084","471"
"SO445091","328"
"SO445092","328"
"SO445093","328"
"SO445094","328"
"SO445095","328"
"SO445096","328"
"SO445097","328"
"SO445098","328"
"SO445099","328"
"SO4450910","328"
"SO4450911","328"
"SO4450912","328"
"SO4450913","328"
"SO4450914","328"
"SO4450915","328"
"SO4450916","328"
"SO4450917","328"
"SO4450918","328"
"SO4450919","328"
"SO4450920","328"
"SO4450921","328"
"SO4450922","328"
"SO4450923","328"
"SO4450924","328"
"SO4450925","328"
"SO4450926","328"
"SO4450927","328"
"SO4450928","328"
"SO4450929","328"
"SO4450930","328"
"SO4450931","328"
"SO4450932","328"
"SO445101","696"
"SO445111","289"
"SO445112","289"
"SO445113","289"
"SO445114","289"
"SO445115","289"
"SO445121","478"
"SO445122","478"
"SO445131","145"
"SO445132","145"
"SO445133","145"
"SO445134","145"
"SO445135","145"
"SO445136","145"
"SO445137","145"
"SO445138","145"
"SO445139","145"
"SO4451310","145"
"SO4451311","145"
"SO4451312","145"
"SO4451313","145"
"SO4451314","145"
"SO4451315","145"
"SO4451316","145"
"SO445141","650"
"SO445142","650"
"SO445143","650"
"SO445144","650"
"SO445145","650"
"SO445146","650"
"SO445147","650"
"SO445148","650"
"SO445149","650"
"SO4451410","650"
"SO4451411","650"
"SO445151","107"
"SO445152","107"
"SO445153","107"
"SO445154","107"
"SO445155","107"
"SO445156","107"
"SO445157","107"
"SO445161","74"
"SO445171","527"
"SO445172","527"
"SO445173","527"
"SO445174","527"
"SO445175","527"
"SO445176","527"
"SO445177","527"
"SO445178","527"
"SO445179","527"
"SO4451710","527"
"SO4451711","527"
"SO4451712","527"
"SO4451713","527"
"SO4451714","527"
"SO4451715","527"
"SO4451716","527"
"SO4451717","527"
"SO4451718","527"
"SO4451719","527"
"SO4451720","527"
"SO4451721","527"
"SO4451722","527"
"SO4451723","527"
"SO4451724","527"
"SO4451725","527"
"SO4451726","527"
"SO4451727","527"
"SO445181","278"
"SO445182","278"
"SO445183","278"
"SO445184","278"
"SO445185","278"
"SO445186","278"
"SO445187","278"
"SO445188","278"
"SO445189","278"
"SO4451810","278"
"SO4451811","278"
"SO4451812","278"
"SO4451813","278"
"SO4451814","278"
"SO4451815","278"
"SO4451816","278"
"SO4451817","278"
"SO4451818","278"
"SO4451819","278"
"SO4451820","278"
"SO445191","22"
"SO445201","78"
"SO445202","78"
"SO445203","78"
"SO445204","78"
"SO445205","78"
"SO445206","78"
"SO445207","78"
"SO445208","78"
"SO445209","78"
"SO4452010","78"
"SO4452011","78"
"SO4452012","78"
"SO4452013","78"
"SO4452014","78"
"SO4452015","78"
"SO4452016","78"
"SO4452017","78"
"SO4452018","78"
"SO4452019","78"
"SO4452020","78"
"SO4452021","78"
"SO4452022","78"
"SO4452023","78"
"SO4452024","78"
"SO4452025","78"
"SO4452026","78"
"SO4452027","78"
"SO4452028","78"
"SO4452029","78"
"SO4452030","78"
"SO4452031","78"
"SO4452032","78"
"SO4452033","78"
"SO4452034","78"
"SO445211","240"
"SO445212","240"
"SO445213","240"
"SO445214","240"
"SO445215","240"
"SO445216","240"
"SO445217","240"
"SO445218","240"
"SO445219","240"
"SO4452110","240"
"SO4452111","240"
"SO4452112","240"
"SO4452113","240"
"SO4452114","240"
"SO4452115","240"
"SO4452116","240"
"SO4452117","240"
"SO4452118","240"
"SO4452119","240"
"SO4452120","240"
"SO4452121","240"
"SO4452122","240"
"SO4452123","240"
"SO4452124","240"
"SO4452125","240"
"SO4452126","240"
"SO445221","270"
"SO445222","270"
"SO445223","270"
"SO445224","270"
"SO445225","270"
"SO445226","270"
"SO445227","270"
"SO445228","270"
"SO445229","270"
"SO4452210","270"
"SO4452211","270"
"SO4452212","270"
"SO4452213","270"
"SO4452214","270"
"SO4452215","270"
"SO4452216","270"
"SO4452217","270"
"SO4452218","270"
"SO4452219","270"
"SO4452220","270"
"SO4452221","270"
"SO4452222","270"
"SO445231","73"
"SO445232","73"
"SO445233","73"
"SO445234","73"
"SO445235","73"
"SO445236","73"
"SO445237","73"
"SO445238","73"
"SO445239","73"
"SO4452310","73"
"SO4452311","73"
"SO4452312","73"
"SO4452313","73"
"SO4452314","73"
"SO4452315","73"
"SO4452316","73"
"SO4452317","73"
"SO445241","144"
"SO445242","144"
"SO445243","144"
"SO445251","569"
"SO445252","569"
"SO445253","569"
"SO445254","569"
"SO445255","569"
"SO445256","569"
"SO445257","569"
"SO445258","569"
"SO445259","569"
"SO4452510","569"
"SO4452511","569"
"SO4452512","569"
"SO4452513","569"
"SO4452514","569"
"SO4452515","569"
"SO4452516","569"
"SO4452517","569"
"SO4452518","569"
"SO4452519","569"
"SO4452520","569"
"SO4452521","569"
"SO4452522","569"
"SO4452523","569"
"SO4452524","569"
"SO4452525","569"
"SO4452526","569"
"SO4452527","569"
"SO445261","336"
"SO445262","336"
"SO445263","336"
"SO445264","336"
"SO445265","336"
"SO445266","336"
"SO445267","336"
"SO445268","336"
"SO445269","336"
"SO4452610","336"
"SO4452611","336"
"SO4452612","336"
"SO4452613","336"
"SO445271","335"
"SO445272","335"
"SO445273","335"
"SO445274","335"
"SO445275","335"
"SO445281","346"
"SO445282","346"
"SO445283","346"
"SO445284","346"
"SO445285","346"
"SO445286","346"
"SO445287","346"
"SO445288","346"
"SO445289","346"
"SO4452810","346"
"SO4452811","346"
"SO4452812","346"
"SO445291","534"
"SO445301","623"
"SO445302","623"
"SO445303","623"
"SO445304","623"
"SO445305","623"
"SO445306","623"
"SO445307","623"
"SO445308","623"
"SO445309","623"
"SO4453010","623"
"SO4453011","623"
"SO4453012","623"
"SO4453013","623"
"SO4453014","623"
"SO4453015","623"
"SO4453016","623"
"SO4453017","623"
"SO4453018","623"
"SO4453019","623"
"SO4453020","623"
"SO4453021","623"
"SO4453022","623"
"SO445311","684"
"SO445312","684"
"SO445313","684"
"SO445314","684"
"SO445315","684"
"SO445316","684"
"SO445317","684"
"SO445318","684"
"SO445319","684"
"SO4453110","684"
"SO4453111","684"
"SO4453112","684"
"SO4453113","684"
"SO4453114","684"
"SO4453115","684"
"SO4453116","684"
"SO4453117","684"
"SO4453118","684"
"SO4453119","684"
"SO4453120","684"
"SO445321","548"
"SO445331","317"
"SO445332","317"
"SO445333","317"
"SO445334","317"
"SO445335","317"
"SO445336","317"
"SO445337","317"
"SO445338","317"
"SO445339","317"
"SO4453310","317"
"SO4453311","317"
"SO4453312","317"
"SO4453313","317"
"SO4453314","317"
"SO4453315","317"
"SO4453316","317"
"SO4453317","317"
"SO4453318","317"
"SO4453319","317"
"SO4453320","317"
"SO445341","354"
"SO445342","354"
"SO445343","354"
"SO445344","354"
"SO445345","354"
"SO445346","354"
"SO445347","354"
"SO445348","354"
"SO445349","354"
"SO4453410","354"
"SO4453411","354"
"SO4453412","354"
"SO4453413","354"
"SO445351","136"
"SO445352","136"
"SO445353","136"
"SO445354","136"
"SO445355","136"
"SO445356","136"
"SO445357","136"
"SO445358","136"
"SO445359","136"
"SO4453510","136"
"SO4453511","136"
"SO4453512","136"
"SO4453513","136"
"SO4453514","136"
"SO445361","148"
"SO445371","137"
"SO445381","167"
"SO445382","167"
"SO445383","167"
"SO445384","167"
"SO445385","167"
"SO445386","167"
"SO445387","167"
"SO445388","167"
"SO445389","167"
"SO4453810","167"
"SO4453811","167"
"SO4453812","167"
"SO4453813","167"
"SO4453814","167"
"SO4453815","167"
"SO4453816","167"
"SO4453817","167"
"SO4453818","167"
"SO4453819","167"
"SO4453820","167"
"SO4453821","167"
"SO4453822","167"
"SO4453823","167"
"SO4453824","167"
"SO4453825","167"
"SO4453826","167"
"SO4453827","167"
"SO4453828","167"
"SO4453829","167"
"SO4453830","167"
"SO4453831","167"
"SO4453832","167"
"SO4453833","167"
"SO4453834","167"
"SO4453835","167"
"SO445391","661"
"SO445392","661"
"SO445401","469"
"SO445402","469"
"SO445403","469"
"SO445404","469"
"SO445405","469"
"SO445406","469"
"SO445407","469"
"SO445408","469"
"SO445409","469"
"SO4454010","469"
"SO4454011","469"
"SO4454012","469"
"SO4454013","469"
"SO4454014","469"
"SO4454015","469"
"SO4454016","469"
"SO445411","559"
"SO445412","559"
"SO445413","559"
"SO445414","559"
"SO445415","559"
"SO445416","559"
"SO445417","559"
"SO445418","559"
"SO445419","559"
"SO4454110","559"
"SO445421","29"
"SO445422","29"
"SO445423","29"
"SO445424","29"
"SO445425","29"
"SO445426","29"
"SO445427","29"
"SO445431","58"
"SO445432","58"
"SO445441","312"
"SO445442","312"
"SO445443","312"
"SO445444","312"
"SO445445","312"
"SO445446","312"
"SO445447","312"
"SO445448","312"
"SO445449","312"
"SO4454410","312"
"SO4454411","312"
"SO4454412","312"
"SO4454413","312"
"SO4454414","312"
"SO445451","256"
"SO445452","256"
"SO445453","256"
"SO445454","256"
"SO445455","256"
"SO445456","256"
"SO445457","256"
"SO445458","256"
"SO445461","313"
"SO445471","84"
"SO445472","84"
"SO445473","84"
"SO445474","84"
"SO445475","84"
"SO445476","84"
"SO445477","84"
"SO445478","84"
"SO445479","84"
"SO4454710","84"
"SO4454711","84"
"SO4454712","84"
"SO4454713","84"
"SO4454714","84"
"SO4454715","84"
"SO4454716","84"
"SO4454717","84"
"SO4454718","84"
"SO4454719","84"
"SO4454720","84"
"SO4454721","84"
"SO4454722","84"
"SO4454723","84"
"SO4454724","84"
"SO4454725","84"
"SO4454726","84"
"SO4454727","84"
"SO4454728","84"
"SO4454729","84"
"SO445481","528"
"SO445491","422"
"SO445492","422"
"SO445493","422"
"SO445494","422"
"SO445495","422"
"SO445496","422"
"SO445497","422"
"SO445498","422"
"SO445499","422"
"SO4454910","422"
"SO4454911","422"
"SO4454912","422"
"SO445501","364"
"SO445502","364"
"SO445503","364"
"SO445504","364"
"SO445505","364"
"SO445506","364"
"SO445507","364"
"SO445508","364"
"SO445509","364"
"SO4455010","364"
"SO4455011","364"
"SO4455012","364"
"SO4455013","364"
"SO4455014","364"
"SO4455015","364"
"SO4455016","364"
"SO4455017","364"
"SO4455018","364"
"SO4455019","364"
"SO4455020","364"
"SO4455021","364"
"SO445511","385"
"SO445512","385"
"SO445513","385"
"SO445514","385"
"SO445515","385"
"SO445516","385"
"SO445517","385"
"SO445518","385"
"SO445519","385"
"SO4455110","385"
"SO4455111","385"
"SO4455112","385"
"SO4455113","385"
"SO4455114","385"
"SO4455115","385"
"SO445521","566"
"SO445522","566"
"SO445523","566"
"SO445524","566"
"SO445525","566"
"SO445526","566"
"SO445527","566"
"SO445528","566"
"SO445529","566"
"SO4455210","566"
"SO4455211","566"
"SO4455212","566"
"SO4455213","566"
"SO4455214","566"
"SO4455215","566"
"SO4455216","566"
"SO4455217","566"
"SO4455218","566"
"SO4455219","566"
"SO445531","63"
"SO445541","541"
"SO445551","612"
"SO445552","612"
"SO445553","612"
"SO445554","612"
"SO445555","612"
"SO445556","612"
"SO445557","612"
"SO445558","612"
"SO445559","612"
"SO4455510","612"
"SO4455511","612"
"SO4455512","612"
"SO4455513","612"
"SO4455514","612"
"SO4455515","612"
"SO4455516","612"
"SO4455517","612"
"SO4455518","612"
"SO4455519","612"
"SO4455520","612"
"SO4455521","612"
"SO4455522","612"
"SO445561","309"
"SO445562","309"
"SO445563","309"
"SO445564","309"
"SO445565","309"
"SO445566","309"
"SO445567","309"
"SO445568","309"
"SO445569","309"
"SO4455610","309"
"SO4455611","309"
"SO4455612","309"
"SO4455613","309"
"SO4455614","309"
"SO4455615","309"
"SO4455616","309"
"SO445571","255"
"SO445572","255"
"SO445573","255"
"SO445574","255"
"SO445575","255"
"SO445576","255"
"SO445577","255"
"SO445578","255"
"SO445579","255"
"SO4455710","255"
"SO4455711","255"
"SO4455712","255"
"SO4455713","255"
"SO4455714","255"
"SO4455715","255"
"SO4455716","255"
"SO4455717","255"
"SO4455718","255"
"SO4455719","255"
"SO4455720","255"
"SO4455721","255"
"SO445581","432"
"SO445591","342"
"SO445592","342"
"SO445593","342"
"SO445594","342"
"SO445595","342"
"SO445596","342"
"SO445597","342"
"SO445598","342"
"SO445599","342"
"SO4455910","342"
"SO4455911","342"
"SO4455912","342"
"SO4455913","342"
"SO4455914","342"
"SO4455915","342"
"SO4455916","342"
"SO4455917","342"
"SO4455918","342"
"SO4455919","342"
"SO4455920","342"
"SO445601","532"
"SO445602","532"
"SO445611","326"
"SO445612","326"
"SO445613","326"
"SO445614","326"
"SO445615","326"
"SO445616","326"
"SO445617","326"
"SO445618","326"
"SO445619","326"
"SO4456110","326"
"SO445621","45"
"SO445622","45"
"SO445623","45"
"SO445624","45"
"SO445625","45"
"SO445626","45"
"SO445627","45"
"SO445628","45"
"SO445629","45"
"SO4456210","45"
"SO4456211","45"
"SO4456212","45"
"SO4456213","45"
"SO4456214","45"
"SO4456215","45"
"SO4456216","45"
"SO4456217","45"
"SO4456218","45"
"SO445631","433"
"SO445632","433"
"SO445633","433"
"SO445634","433"
"SO445635","433"
"SO445636","433"
"SO445637","433"
"SO445638","433"
"SO445639","433"
"SO4456310","433"
"SO4456311","433"
"SO4456312","433"
"SO4456313","433"
"SO4456314","433"
"SO4456315","433"
"SO4456316","433"
"SO4456317","433"
"SO4456318","433"
"SO4456319","433"
"SO4456320","433"
"SO4456321","433"
"SO4456322","433"
"SO4456323","433"
"SO4456324","433"
"SO4456325","433"
"SO4456326","433"
"SO4456327","433"
"SO4456328","433"
"SO445641","403"
"SO445642","403"
"SO445643","403"
"SO445644","403"
"SO445645","403"
"SO445646","403"
"SO445647","403"
"SO445648","403"
"SO445649","403"
"SO4456410","403"
"SO4456411","403"
"SO4456412","403"
"SO4456413","403"
"SO4456414","403"
"SO4456415","403"
"SO4456416","403"
"SO4456417","403"
"SO4456418","403"
"SO4456419","403"
"SO4456420","403"
"SO4456421","403"
"SO4456422","403"
"SO4456423","403"
"SO4456424","403"
"SO445651","495"
"SO445652","495"
"SO445653","495"
"SO445654","495"
"SO445661","40"
"SO445662","40"
"SO445663","40"
"SO445664","40"
"SO445665","40"
"SO445666","40"
"SO445667","40"
"SO445668","40"
"SO445669","40"
"SO4456610","40"
"SO4456611","40"
"SO4456612","40"
"SO4456613","40"
"SO4456614","40"
"SO4456615","40"
"SO445671","401"
"SO445672","401"
"SO445673","401"
"SO445674","401"
"SO445675","401"
"SO445676","401"
"SO445677","401"
"SO445678","401"
"SO445679","401"
"SO4456710","401"
"SO4456711","401"
"SO4456712","401"
"SO445681","287"
"SO445682","287"
"SO445683","287"
"SO445691","348"
"SO445692","348"
"SO445693","348"
"SO445694","348"
"SO445695","348"
"SO445696","348"
"SO445697","348"
"SO445698","348"
"SO445699","348"
"SO4456910","348"
"SO4456911","348"
"SO4456912","348"
"SO4456913","348"
"SO4456914","348"
"SO4456915","348"
"SO445701","218"
"SO445702","218"
"SO445703","218"
"SO445704","218"
"SO445705","218"
"SO445706","218"
"SO445707","218"
"SO445708","218"
"SO445709","218"
"SO4457010","218"
"SO4457011","218"
"SO4457012","218"
"SO4457013","218"
"SO4457014","218"
"SO4457015","218"
"SO4457016","218"
"SO4457017","218"
"SO4457018","218"
"SO4457019","218"
"SO4457020","218"
"SO4457021","218"
"SO4457022","218"
"SO4457023","218"
"SO4457024","218"
"SO4457025","218"
"SO4457026","218"
"SO4457027","218"
"SO4457028","218"
"SO4457029","218"
"SO4457030","218"
"SO4457031","218"
"SO4457032","218"
"SO447401","216"
"SO447402","216"
"SO447403","216"
"SO447404","216"
"SO447405","216"
"SO447406","216"
"SO447407","216"
"SO447408","216"
"SO447409","216"
"SO447411","92"
"SO447412","92"
"SO447421","57"
"SO447422","57"
"SO447423","57"
"SO447424","57"
"SO447425","57"
"SO447426","57"
"SO447427","57"
"SO447428","57"
"SO447429","57"
"SO4474210","57"
"SO4474211","57"
"SO4474212","57"
"SO4474213","57"
"SO4474214","57"
"SO4474215","57"
"SO4474216","57"
"SO4474217","57"
"SO4474218","57"
"SO4474219","57"
"SO4474220","57"
"SO4474221","57"
"SO4474222","57"
"SO4474223","57"
"SO4474224","57"
"SO4474225","57"
"SO4474226","57"
"SO4474227","57"
"SO447431","272"
"SO447432","272"
"SO447433","272"
"SO447434","272"
"SO447435","272"
"SO447436","272"
"SO447437","272"
"SO447438","272"
"SO447441","173"
"SO447442","173"
"SO447443","173"
"SO447444","173"
"SO447445","173"
"SO447446","173"
"SO447447","173"
"SO447448","173"
"SO447449","173"
"SO4474410","173"
"SO4474411","173"
"SO4474412","173"
"SO4474413","173"
"SO4474414","173"
"SO4474415","173"
"SO4474416","173"
"SO4474417","173"
"SO4474418","173"
"SO4474419","173"
"SO4474420","173"
"SO4474421","173"
"SO4474422","173"
"SO4474423","173"
"SO4474424","173"
"SO4474425","173"
"SO447451","118"
"SO447452","118"
"SO447453","118"
"SO447454","118"
"SO447455","118"
"SO447456","118"
"SO447457","118"
"SO447458","118"
"SO447459","118"
"SO4474510","118"
"SO4474511","118"
"SO4474512","118"
"SO4474513","118"
"SO4474514","118"
"SO4474515","118"
"SO447461","47"
"SO447462","47"
"SO447463","47"
"SO447464","47"
"SO447465","47"
"SO447466","47"
"SO447467","47"
"SO447471","631"
"SO447472","631"
"SO447473","631"
"SO447474","631"
"SO447475","631"
"SO447476","631"
"SO447477","631"
"SO447478","631"
"SO447479","631"
"SO447481","561"
"SO447491","155"
"SO447492","155"
"SO447493","155"
"SO447494","155"
"SO447495","155"
"SO447496","155"
"SO447497","155"
"SO447498","155"
"SO447499","155"
"SO4474910","155"
"SO4474911","155"
"SO4474912","155"
"SO4474913","155"
"SO4474914","155"
"SO4474915","155"
"SO4474916","155"
"SO4474917","155"
"SO4474918","155"
"SO4474919","155"
"SO4474920","155"
"SO4474921","155"
"SO4474922","155"
"SO4474923","155"
"SO4474924","155"
"SO4474925","155"
"SO4474926","155"
"SO4474927","155"
"SO4474928","155"
"SO4474929","155"
"SO4474930","155"
"SO4474931","155"
"SO4474932","155"
"SO4474933","155"
"SO447501","678"
"SO447502","678"
"SO447503","678"
"SO447504","678"
"SO447505","678"
"SO447506","678"
"SO447507","678"
"SO447508","678"
"SO447509","678"
"SO4475010","678"
"SO4475011","678"
"SO4475012","678"
"SO4475013","678"
"SO4475014","678"
"SO4475015","678"
"SO4475016","678"
"SO4475017","678"
"SO4475018","678"
"SO4475019","678"
"SO4475020","678"
"SO4475021","678"
"SO4475022","678"
"SO4475023","678"
"SO4475024","678"
"SO447511","545"
"SO447512","545"
"SO447513","545"
"SO447521","114"
"SO447522","114"
"SO447523","114"
"SO447524","114"
"SO447525","114"
"SO447526","114"
"SO447527","114"
"SO447528","114"
"SO447529","114"
"SO447531","96"
"SO447532","96"
"SO447533","96"
"SO447541","417"
"SO447542","417"
"SO447543","417"
"SO447544","417"
"SO447545","417"
"SO447546","417"
"SO447547","417"
"SO447548","417"
"SO447549","417"
"SO4475410","417"
"SO4475411","417"
"SO4475412","417"
"SO4475413","417"
"SO4475414","417"
"SO447551","273"
"SO447552","273"
"SO447553","273"
"SO447554","273"
"SO447555","273"
"SO447556","273"
"SO447557","273"
"SO447558","273"
"SO447559","273"
"SO4475510","273"
"SO4475511","273"
"SO4475512","273"
"SO4475513","273"
"SO4475514","273"
"SO4475515","273"
"SO4475516","273"
"SO4475517","273"
"SO4475518","273"
"SO4475519","273"
"SO4475520","273"
"SO4475521","273"
"SO4475522","273"
"SO4475523","273"
"SO4475524","273"
"SO4475525","273"
"SO447561","93"
"SO447562","93"
"SO447563","93"
"SO447564","93"
"SO447565","93"
"SO447566","93"
"SO447567","93"
"SO447568","93"
"SO447569","93"
"SO4475610","93"
"SO4475611","93"
"SO4475612","93"
"SO4475613","93"
"SO4475614","93"
"SO4475615","93"
"SO4475616","93"
"SO4475617","93"
"SO447571","581"
"SO447572","581"
"SO447573","581"
"SO447574","581"
"SO447575","581"
"SO447576","581"
"SO447577","581"
"SO447578","581"
"SO447579","581"
"SO447581","418"
"SO447582","418"
"SO447583","418"
"SO447584","418"
"SO447585","418"
"SO447586","418"
"SO447587","418"
"SO447588","418"
"SO447589","418"
"SO4475810","418"
"SO4475811","418"
"SO4475812","418"
"SO4475813","418"
"SO4475814","418"
"SO4475815","418"
"SO4475816","418"
"SO4475817","418"
"SO4475818","418"
"SO4475819","418"
"SO4475820","418"
"SO4475821","418"
"SO4475822","418"
"SO4475823","418"
"SO4475824","418"
"SO4475825","418"
"SO4475826","418"
"SO4475827","418"
"SO447591","180"
"SO447592","180"
"SO447593","180"
"SO447594","180"
"SO447595","180"
"SO447601","473"
"SO447602","473"
"SO447603","473"
"SO447604","473"
"SO447611","567"
"SO447612","567"
"SO447613","567"
"SO447614","567"
"SO447615","567"
"SO447616","567"
"SO447617","567"
"SO447618","567"
"SO447619","567"
"SO4476110","567"
"SO4476111","567"
"SO4476112","567"
"SO447621","293"
"SO447622","293"
"SO447623","293"
"SO447624","293"
"SO447625","293"
"SO447626","293"
"SO447627","293"
"SO447628","293"
"SO447629","293"
"SO4476210","293"
"SO4476211","293"
"SO4476212","293"
"SO4476213","293"
"SO4476214","293"
"SO4476215","293"
"SO4476216","293"
"SO4476217","293"
"SO4476218","293"
"SO4476219","293"
"SO4476220","293"
"SO4476221","293"
"SO447631","675"
"SO447632","675"
"SO447633","675"
"SO447634","675"
"SO447635","675"
"SO447636","675"
"SO447637","675"
"SO447641","386"
"SO447642","386"
"SO447643","386"
"SO447651","156"
"SO447652","156"
"SO447653","156"
"SO447654","156"
"SO447655","156"
"SO447656","156"
"SO447657","156"
"SO447658","156"
"SO447659","156"
"SO4476510","156"
"SO4476511","156"
"SO447661","498"
"SO447662","498"
"SO447663","498"
"SO447664","498"
"SO447671","453"
"SO447672","453"
"SO447673","453"
"SO447674","453"
"SO447675","453"
"SO447676","453"
"SO447677","453"
"SO447678","453"
"SO447679","453"
"SO4476710","453"
"SO4476711","453"
"SO447681","647"
"SO447682","647"
"SO447683","647"
"SO447684","647"
"SO447685","647"
"SO447686","647"
"SO447687","647"
"SO447688","647"
"SO447689","647"
"SO4476810","647"
"SO4476811","647"
"SO4476812","647"
"SO4476813","647"
"SO4476814","647"
"SO4476815","647"
"SO4476816","647"
"SO4476817","647"
"SO4476818","647"
"SO4476819","647"
"SO4476820","647"
"SO4476821","647"
"SO4476822","647"
"SO4476823","647"
"SO4476824","647"
"SO4476825","647"
"SO4476826","647"
"SO447691","116"
"SO447701","365"
"SO447702","365"
"SO447703","365"
"SO447704","365"
"SO447705","365"
"SO447706","365"
"SO447707","365"
"SO447708","365"
"SO447711","91"
"SO447712","91"
"SO447713","91"
"SO447714","91"
"SO447715","91"
"SO447716","91"
"SO447717","91"
"SO447718","91"
"SO447719","91"
"SO4477110","91"
"SO4477111","91"
"SO4477112","91"
"SO4477113","91"
"SO4477114","91"
"SO4477115","91"
"SO4477116","91"
"SO4477117","91"
"SO4477118","91"
"SO4477119","91"
"SO4477120","91"
"SO4477121","91"
"SO4477122","91"
"SO4477123","91"
"SO4477124","91"
"SO4477125","91"
"SO4477126","91"
"SO4477127","91"
"SO4477128","91"
"SO4477129","91"
"SO4477130","91"
"SO4477131","91"
"SO4477132","91"
"SO447721","579"
"SO447722","579"
"SO447723","579"
"SO447724","579"
"SO447725","579"
"SO447726","579"
"SO447727","579"
"SO447728","579"
"SO447729","579"
"SO4477210","579"
"SO4477211","579"
"SO4477212","579"
"SO4477213","579"
"SO4477214","579"
"SO4477215","579"
"SO4477216","579"
"SO4477217","579"
"SO4477218","579"
"SO4477219","579"
"SO4477220","579"
"SO4477221","579"
"SO4477222","579"
"SO4477223","579"
